Sample_ID,Year,Watershed,Plot,Horizon,OM_TM,OM_OM,OM_LOI
2018-6-194-min,2018,6,194,min,74.81,5.34,7.14
2018-6-199-Oie,2018,6,199,Oie,4.04,1.46,36.09
2018-6-199-Oa,2018,6,199,Oa,30.60,1.62,5.28
2018-6-199-min,2018,6,199,min,41.08,3.61,8.79
2018-6-200-Oie,2018,6,200,Oie,2.76,2.36,85.77
2018-6-200-Oa,2018,6,200,Oa,7.31,1.89,25.87
2018-6-200-min,2018,6,200,min,76.51,8.26,10.8
2018-6-203-Oie,2018,6,203,Oie,5.66,4.92,86.84
2018-6-203-Oa,2018,6,203,Oa,21.26,5.42,25.51
2018-6-203-min,2018,6,203,min,34.98,4.51,12.91
2018-6-205-Oie,2018,6,205,Oie,6.30,5.73,90.96
2018-6-205-Oa,2018,6,205,Oa,1.91,1.28,67.02
2018-6-205-min,2018,6,205,min,0.00,0.00,-9999.99
2018-6-207-Oie,2018,6,207,Oie,3.49,3.16,90.56
2018-6-207-Oa,2018,6,207,Oa,9.55,6.45,67.51
2018-6-207-min,2018,6,207,min,65.84,7.88,11.97
