Site_ID,Year,Plot,Horizon,Watershed,PerCentN,PerCentC
1992-6-173-Oa,1992,173,Oa,6,0.51,11.40
1992-6-175-Oie,1992,175,Oie,6,2.01,41.50
1992-6-175-Oa,1992,175,Oa,6,1.55,23.94
1992-6-177-Oie,1992,177,Oie,6,1.66,28.91
1992-6-177-Oa,1992,177,Oa,6,0.43,7.87
1992-6-179-Oie,1992,179,Oie,6,1.98,43.39
1992-6-179-Oa,1992,179,Oa,6,0.49,10.79
1992-6-180-Oie,1992,180,Oie,6,2.24,43.79
1992-6-180-Oa,1992,180,Oa,6,1.08,25.27
1992-6-183-Oie,1992,183,Oie,6,2.23,41.79
1992-6-183-Oa,1992,183,Oa,6,1.10,19.85
1992-6-184-Oie,1992,184,Oie,6,2.16,42.12
1992-6-184-Oa,1992,184,Oa,6,0.90,18.32
1992-6-187-Oie,1992,187,Oie,6,1.06,23.08
1992-6-187-Oa,1992,187,Oa,6,1.01,20.90
1992-6-189-Oie,1992,189,Oie,6,2.05,46.27
1992-6-189-Oa,1992,189,Oa,6,1.58,47.96
1992-6-191-Oie,1992,191,Oie,6,2.10,46.62
1992-6-191-Oa,1992,191,Oa,6,1.22,25.21
1992-6-193-Oie,1992,193,Oie,6,1.48,36.92
1992-6-193-Oa,1992,193,Oa,6,0.71,14.38
1992-6-197-Oie,1992,197,Oie,6,1.52,38.34
1992-6-197-Oa,1992,197,Oa,6,0.45,10.31
1992-6-199-Oie,1992,199,Oie,6,2.10,42.50
1992-6-199-Oa,1992,199,Oa,6,1.15,31.96
1992-6-201-Oie,1992,201,Oie,6,2.17,44.67
1992-6-201-Oa,1992,201,Oa,6,1.48,26.96
1992-6-204-Oie,1992,204,Oie,6,1.92,41.16
1992-6-204-Oa,1992,204,Oa,6,1.02,26.89
1992-6-207-Oie,1992,207,Oie,6,1.86,38.94
1992-6-207-Oa,1992,207,Oa,6,1.05,18.01
1992-6-208-Oie,1992,208,Oie,6,2.12,47.90
1992-6-208-Oa,1992,208,Oa,6,1.12,23.01
1997-6-1-Oie,1997,1,Oie,6,2.28,49.78
1997-6-1-Oa,1997,1,Oa,6,1.51,32.59
1997-6-1-min,1997,1,min,6,-88.88,-88.88
1997-6-3-Oie,1997,3,Oie,6,2.02,46.64
1997-6-3-Oa,1997,3,Oa,6,0.71,14.02
1997-6-3-min,1997,3,min,6,-88.88,-88.88
1997-6-5-Oie,1997,5,Oie,6,2.21,52.17
1997-6-5-Oa,1997,5,Oa,6,1.53,32.44
1997-6-5-min,1997,5,min,6,-99.99,-99.99
1997-6-7-Oie,1997,7,Oie,6,2.44,47.46
1997-6-7-Oa,1997,7,Oa,6,0.84,22.14
1997-6-7-min,1997,7,min,6,-99.99,-99.99
1997-6-9-Oie,1997,9,Oie,6,2.22,50.81
1997-6-9-Oa,1997,9,Oa,6,1.63,31.58
1997-6-9-min,1997,9,min,6,-99.99,-99.99
1997-6-12-Oie,1997,12,Oie,6,1.51,29.47
1997-6-12-Oa,1997,12,Oa,6,-88.88,-88.88
1997-6-12-min,1997,12,min,6,-99.99,-99.99
1997-6-15-Oie,1997,15,Oie,6,1.95,47.93
1997-6-15-Oa,1997,15,Oa,6,-88.88,-88.88
1997-6-15-min,1997,15,min,6,-99.99,-99.99
1997-6-16-Oie,1997,16,Oie,6,2.35,46.19
1997-6-16-Oa,1997,16,Oa,6,0.92,14.65
1997-6-16-min,1997,16,min,6,-88.88,-88.88
1997-6-20-Oie,1997,20,Oie,6,2.51,51.78
1997-6-20-Oa,1997,20,Oa,6,2.12,40.14
1997-6-20-min,1997,20,min,6,-99.99,-99.99
1997-6-23-Oie,1997,23,Oie,6,2.07,51.26
1997-6-23-Oa,1997,23,Oa,6,1.96,45.53
1997-6-23-min,1997,23,min,6,-88.88,-88.88
1997-6-26-Oie,1997,26,Oie,6,2.36,45.06
1997-6-26-Oa,1997,26,Oa,6,1.02,17.66
1997-6-26-min,1997,26,min,6,-99.99,-99.99
1997-6-30-Oie,1997,30,Oie,6,2.06,45.37
1997-6-30-Oa,1997,30,Oa,6,-88.88,-88.88
1997-6-30-min,1997,30,min,6,-88.88,-88.88
1997-6-31-Oie,1997,31,Oie,6,2.22,50.13
1997-6-31-Oa,1997,31,Oa,6,1.67,44.23
1997-6-31-min,1997,31,min,6,-88.88,-88.88
1997-6-35-Oie,1997,35,Oie,6,2.39,50.72
1997-6-35-Oa,1997,35,Oa,6,1.48,43.43
1997-6-35-min,1997,35,min,6,-99.99,-99.99
1997-6-37-Oie,1997,37,Oie,6,2.14,49.22
1997-6-37-Oa,1997,37,Oa,6,-88.88,-88.88
1997-6-37-min,1997,37,min,6,-88.88,-88.88
1997-6-39-Oie,1997,39,Oie,6,1.90,45.00
1997-6-39-Oa,1997,39,Oa,6,0.71,16.42
1997-6-39-min,1997,39,min,6,-99.99,-99.99
1997-6-42-Oie,1997,42,Oie,6,2.06,48.82
1997-6-42-Oa,1997,42,Oa,6,1.09,23.90
1997-6-42-min,1997,42,min,6,-99.99,-99.99
1997-6-46-Oie,1997,46,Oie,6,2.60,45.08
1997-6-46-Oa,1997,46,Oa,6,1.60,25.57
1997-6-46-min,1997,46,min,6,-99.99,-99.99
1997-6-50-Oie,1997,50,Oie,6,2.25,43.56
1997-6-50-Oa,1997,50,Oa,6,1.25,31.42
1997-6-50-min,1997,50,min,6,-99.99,-99.99
1997-6-52-Oie,1997,52,Oie,6,2.36,48.94
1997-6-52-Oa,1997,52,Oa,6,1.91,35.51
1997-6-52-min,1997,52,min,6,-99.99,-99.99
1997-6-55-Oie,1997,55,Oie,6,1.93,44.25
1997-6-55-Oa,1997,55,Oa,6,-88.88,-88.88
1997-6-55-min,1997,55,min,6,-99.99,-99.99
1997-6-56-Oie,1997,56,Oie,6,2.42,47.89
1997-6-56-Oa,1997,56,Oa,6,0.87,17.42
1997-6-56-min,1997,56,min,6,-99.99,-99.99
1997-6-58-Oie,1997,58,Oie,6,2.44,48.95
1997-6-58-Oa,1997,58,Oa,6,1.03,20.86
1997-6-58-min,1997,58,min,6,-99.99,-99.99
1997-6-60-Oie,1997,60,Oie,6,2.32,50.61
1997-6-60-Oa,1997,60,Oa,6,2.13,46.05
1997-6-60-min,1997,60,min,6,-99.99,-99.99
1997-6-64-Oie,1997,64,Oie,6,2.17,44.62
1997-6-64-Oa,1997,64,Oa,6,1.33,23.54
1997-6-64-min,1997,64,min,6,-99.99,-99.99
1997-6-66-Oie,1997,66,Oie,6,2.41,44.85
1997-6-66-Oa,1997,66,Oa,6,1.81,37.49
1997-6-66-min,1997,66,min,6,-99.99,-99.99
1997-6-67-Oie,1997,67,Oie,6,2.42,46.01
1997-6-67-Oa,1997,67,Oa,6,-88.88,-88.88
1997-6-67-min,1997,67,min,6,-99.99,-99.99
1997-6-70-Oie,1997,70,Oie,6,1.50,26.50
1997-6-70-Oa,1997,70,Oa,6,0.70,13.53
1997-6-70-min,1997,70,min,6,-99.99,-99.99
1997-6-72-Oie,1997,72,Oie,6,2.17,48.65
1997-6-72-Oa,1997,72,Oa,6,1.50,31.46
1997-6-72-min,1997,72,min,6,-99.99,-99.99
1997-6-74-Oie,1997,74,Oie,6,1.76,33.16
1997-6-74-Oa,1997,74,Oa,6,-88.88,-88.88
1997-6-74-min,1997,74,min,6,-99.99,-99.99
1997-6-75-Oie,1997,75,Oie,6,1.55,38.47
1997-6-75-Oa,1997,75,Oa,6,-88.88,-88.88
1997-6-75-min,1997,75,min,6,-88.88,-88.88
1997-6-77-Oie,1997,77,Oie,6,2.20,48.47
1997-6-77-Oa,1997,77,Oa,6,1.32,29.10
1997-6-77-min,1997,77,min,6,-99.99,-99.99
1997-6-80-Oie,1997,80,Oie,6,1.90,44.39
1997-6-80-Oa,1997,80,Oa,6,1.45,26.41
1997-6-80-min,1997,80,min,6,-99.99,-99.99
1997-6-83-Oie,1997,83,Oie,6,2.13,49.03
1997-6-83-Oa,1997,83,Oa,6,2.23,46.16
1997-6-83-min,1997,83,min,6,-99.99,-99.99
1997-6-87-Oie,1997,87,Oie,6,2.06,47.87
1997-6-87-Oa,1997,87,Oa,6,1.37,27.89
1997-6-87-min,1997,87,min,6,-99.99,-99.99
1997-6-89-Oie,1997,89,Oie,6,1.90,43.19
1997-6-89-Oa,1997,89,Oa,6,1.47,27.56
1997-6-89-min,1997,89,min,6,-88.88,-88.88
1997-6-92-Oie,1997,92,Oie,6,1.77,41.60
1997-6-92-Oa,1997,92,Oa,6,0.78,14.56
1997-6-92-min,1997,92,min,6,-99.99,-99.99
1997-6-96-Oie,1997,96,Oie,6,1.71,41.57
1997-6-96-Oa,1997,96,Oa,6,-88.88,-88.88
1997-6-96-min,1997,96,min,6,-99.99,-99.99
1997-6-98-Oie,1997,98,Oie,6,2.30,47.54
1997-6-98-Oa,1997,98,Oa,6,1.33,21.64
1997-6-98-min,1997,98,min,6,-99.99,-99.99
1997-6-99-Oie,1997,99,Oie,6,1.97,49.47
1997-6-99-Oa,1997,99,Oa,6,0.87,17.96
1997-6-99-min,1997,99,min,6,-99.99,-99.99
1997-6-101-Oie,1997,101,Oie,6,1.76,38.52
1997-6-101-Oa,1997,101,Oa,6,-88.88,-88.88
1997-6-101-min,1997,101,min,6,-99.99,-99.99
1997-6-105-Oie,1997,105,Oie,6,2.51,46.88
1997-6-105-Oa,1997,105,Oa,6,1.35,24.34
1997-6-105-min,1997,105,min,6,-99.99,-99.99
1997-6-108-Oie,1997,108,Oie,6,2.07,47.06
1997-6-108-Oa,1997,108,Oa,6,1.06,20.62
1997-6-108-min,1997,108,min,6,-99.99,-99.99
1997-6-110-Oie,1997,110,Oie,6,1.19,25.27
1997-6-110-Oa,1997,110,Oa,6,-88.88,-88.88
1997-6-110-min,1997,110,min,6,-99.99,-99.99
1997-6-115-Oie,1997,115,Oie,6,2.07,50.15
1997-6-115-Oa,1997,115,Oa,6,1.35,28.79
1997-6-115-min,1997,115,min,6,-88.88,-88.88
1997-6-118-Oie,1997,118,Oie,6,1.97,44.31
1997-6-118-Oa,1997,118,Oa,6,1.54,33.91
1997-6-118-min,1997,118,min,6,-99.99,-99.99
1997-6-121-Oie,1997,121,Oie,6,2.42,48.37
1997-6-121-Oa,1997,121,Oa,6,1.53,43.75
1997-6-121-min,1997,121,min,6,-99.99,-99.99
1997-6-124-Oie,1997,124,Oie,6,2.05,47.32
1997-6-124-Oa,1997,124,Oa,6,1.15,21.58
1997-6-124-min,1997,124,min,6,-99.99,-99.99
1997-6-127-Oie,1997,127,Oie,6,2.33,49.08
1997-6-127-Oa,1997,127,Oa,6,1.99,42.79
1997-6-127-min,1997,127,min,6,-99.99,-99.99
1997-6-130-Oie,1997,130,Oie,6,2.17,45.39
1997-6-130-Oa,1997,130,Oa,6,1.50,26.16
1997-6-130-min,1997,130,min,6,-99.99,-99.99
1997-6-131-Oie,1997,131,Oie,6,2.04,43.08
1997-6-131-Oa,1997,131,Oa,6,0.99,19.00
1997-6-131-min,1997,131,min,6,-88.88,-88.88
1997-6-133-Oie,1997,133,Oie,6,1.71,34.46
1997-6-133-Oa,1997,133,Oa,6,0.82,14.47
1997-6-133-min,1997,133,min,6,-99.99,-99.99
1997-6-135-Oie,1997,135,Oie,6,2.36,43.46
1997-6-135-Oa,1997,135,Oa,6,1.55,29.97
1997-6-135-min,1997,135,min,6,-99.99,-99.99
1997-6-137-Oie,1997,137,Oie,6,2.21,43.97
1997-6-137-Oa,1997,137,Oa,6,0.92,18.79
1997-6-137-min,1997,137,min,6,-99.99,-99.99
1997-6-140-Oie,1997,140,Oie,6,1.85,41.69
1997-6-140-Oa,1997,140,Oa,6,0.55,11.39
1997-6-140-min,1997,140,min,6,-99.99,-99.99
1997-6-142-Oie,1997,142,Oie,6,2.24,47.70
1997-6-142-Oa,1997,142,Oa,6,1.90,38.51
1997-6-142-min,1997,142,min,6,-99.99,-99.99
1997-6-146-Oie,1997,146,Oie,6,2.14,42.59
1997-6-146-Oa,1997,146,Oa,6,1.14,18.24
1997-6-146-min,1997,146,min,6,-99.99,-99.99
1997-6-149-Oie,1997,149,Oie,6,2.23,47.96
1997-6-149-Oa,1997,149,Oa,6,2.20,36.40
1997-6-149-min,1997,149,min,6,-99.99,-99.99
1997-6-153-Oie,1997,153,Oie,6,2.08,44.05
1997-6-153-Oa,1997,153,Oa,6,0.57,9.37
1997-6-153-min,1997,153,min,6,-99.99,-99.99
1997-6-156-Oie,1997,156,Oie,6,1.95,48.69
1997-6-156-Oa,1997,156,Oa,6,1.30,24.80
1997-6-156-min,1997,156,min,6,-99.99,-99.99
1997-6-159-Oie,1997,159,Oie,6,2.25,49.90
1997-6-159-Oa,1997,159,Oa,6,0.72,14.93
1997-6-159-min,1997,159,min,6,-99.99,-99.99
1997-6-161-Oie,1997,161,Oie,6,1.89,48.57
1997-6-161-Oa,1997,161,Oa,6,0.67,12.43
1997-6-161-min,1997,161,min,6,-99.99,-99.99
1997-6-162-Oie,1997,162,Oie,6,2.43,46.67
1997-6-162-Oa,1997,162,Oa,6,0.91,17.59
1997-6-162-min,1997,162,min,6,-99.99,-99.99
1997-6-164-Oie,1997,164,Oie,6,2.39,49.82
1997-6-164-Oa,1997,164,Oa,6,1.55,27.16
1997-6-164-min,1997,164,min,6,-99.99,-99.99
1997-6-166-Oie,1997,166,Oie,6,2.49,48.89
1997-6-166-Oa,1997,166,Oa,6,1.37,31.00
1997-6-166-min,1997,166,min,6,-99.99,-99.99
1997-6-168-Oie,1997,168,Oie,6,1.74,30.64
1997-6-168-Oa,1997,168,Oa,6,0.46,8.28
1997-6-168-min,1997,168,min,6,-99.99,-99.99
1997-6-170-Oie,1997,170,Oie,6,2.22,44.52
1997-6-170-Oa,1997,170,Oa,6,0.92,18.56
1997-6-170-min,1997,170,min,6,-99.99,-99.99
1997-6-171-Oie,1997,171,Oie,6,2.73,47.85
1997-6-171-Oa,1997,171,Oa,6,1.71,30.96
1997-6-171-min,1997,171,min,6,-99.99,-99.99
1997-6-173-Oie,1997,173,Oie,6,2.47,49.43
1997-6-173-Oa,1997,173,Oa,6,1.75,30.76
1997-6-173-min,1997,173,min,6,-88.88,-88.88
1997-6-176-Oie,1997,176,Oie,6,2.05,49.69
1997-6-176-Oa,1997,176,Oa,6,0.69,14.43
1997-6-176-min,1997,176,min,6,-99.99,-99.99
1997-6-179-Oie,1997,179,Oie,6,2.18,47.63
1997-6-179-Oa,1997,179,Oa,6,1.07,24.75
1997-6-179-min,1997,179,min,6,-99.99,-99.99
1997-6-182-Oie,1997,182,Oie,6,2.80,49.10
1997-6-182-Oa,1997,182,Oa,6,1.25,18.43
1997-6-182-min,1997,182,min,6,-99.99,-99.99
1997-6-185-Oie,1997,185,Oie,6,2.03,52.11
1997-6-185-Oa,1997,185,Oa,6,1.69,51.03
1997-6-185-min,1997,185,min,6,-99.99,-99.99
1997-6-186-Oie,1997,186,Oie,6,1.45,25.29
1997-6-186-Oa,1997,186,Oa,6,0.58,9.98
1997-6-186-min,1997,186,min,6,-99.99,-99.99
1997-6-188-Oie,1997,188,Oie,6,1.65,37.14
1997-6-188-Oa,1997,188,Oa,6,0.51,9.01
1997-6-188-min,1997,188,min,6,-88.88,-88.88
1997-6-190-Oie,1997,190,Oie,6,2.13,43.72
1997-6-190-Oa,1997,190,Oa,6,1.25,23.71
1997-6-190-min,1997,190,min,6,-99.99,-99.99
1997-6-192-Oie,1997,192,Oie,6,1.75,52.82
1997-6-192-Oa,1997,192,Oa,6,0.84,18.51
1997-6-192-min,1997,192,min,6,-99.99,-99.99
1997-6-194-Oie,1997,194,Oie,6,2.39,49.78
1997-6-194-Oa,1997,194,Oa,6,2.16,45.36
1997-6-194-min,1997,194,min,6,-99.99,-99.99
1997-6-196-Oie,1997,196,Oie,6,2.56,45.27
1997-6-196-Oa,1997,196,Oa,6,1.67,33.47
1997-6-196-min,1997,196,min,6,-99.99,-99.99
1997-6-197-Oie,1997,197,Oie,6,2.50,49.25
1997-6-197-Oa,1997,197,Oa,6,1.86,40.09
1997-6-197-min,1997,197,min,6,-99.99,-99.99
1997-6-198-Oie,1997,198,Oie,6,2.07,45.39
1997-6-198-Oa,1997,198,Oa,6,1.34,25.21
1997-6-198-min,1997,198,min,6,-99.99,-99.99
1997-6-199-Oie,1997,199,Oie,6,1.58,25.40
1997-6-199-Oa,1997,199,Oa,6,-88.88,-88.88
1997-6-199-min,1997,199,min,6,-99.99,-99.99
1997-6-201-Oie,1997,201,Oie,6,2.66,48.86
1997-6-201-Oa,1997,201,Oa,6,1.32,22.74
1997-6-201-min,1997,201,min,6,-99.99,-99.99
1997-6-202-Oie,1997,202,Oie,6,2.36,47.28
1997-6-202-Oa,1997,202,Oa,6,1.19,24.83
1997-6-202-min,1997,202,min,6,-99.99,-99.99
1997-6-203-Oie,1997,203,Oie,6,2.40,48.99
1997-6-203-Oa,1997,203,Oa,6,1.77,33.59
1997-6-203-min,1997,203,min,6,-99.99,-99.99
1997-6-205-Oie,1997,205,Oie,6,1.99,50.01
1997-6-205-Oa,1997,205,Oa,6,1.62,26.94
1997-6-205-min,1997,205,min,6,-88.88,-88.88
1997-6-208-Oie,1997,208,Oie,6,2.71,47.84
1997-6-208-Oa,1997,208,Oa,6,1.88,35.21
1997-6-208-min,1997,208,min,6,-99.99,-99.99
2002-6-1-Oie,2002,1,Oie,6,2.52,51.12
2002-6-1-Oa,2002,1,Oa,6,1.52,30.24
2002-6-1-min,2002,1,min,6,0.40,4.43
2002-6-4-Oie,2002,4,Oie,6,2.19,50.14
2002-6-4-Oa,2002,4,Oa,6,1.44,25.06
2002-6-4-min,2002,4,min,6,0.43,8.27
2002-6-6-Oie,2002,6,Oie,6,1.98,43.41
2002-6-6-Oa,2002,6,Oa,6,-88.88,-88.88
2002-6-6-min,2002,6,min,6,0.29,7.22
2002-6-8-Oie,2002,8,Oie,6,2.22,51.86
2002-6-8-Oa,2002,8,Oa,6,2.03,37.00
2002-6-8-min,2002,8,min,6,0.03,1.01
2002-6-9-Oie,2002,9,Oie,6,2.34,51.37
2002-6-9-Oa,2002,9,Oa,6,2.02,32.48
2002-6-9-min,2002,9,min,6,0.11,3.08
2002-6-10-Oie,2002,10,Oie,6,1.39,28.69
2002-6-10-Oa,2002,10,Oa,6,-88.88,-88.88
2002-6-10-min,2002,10,min,6,-88.88,-88.88
2002-6-12-Oie,2002,12,Oie,6,1.76,34.41
2002-6-12-Oa,2002,12,Oa,6,1.43,23.27
2002-6-12-min,2002,12,min,6,0.31,6.03
2002-6-16-Oie,2002,16,Oie,6,2.18,49.05
2002-6-16-Oa,2002,16,Oa,6,1.78,34.26
2002-6-16-min,2002,16,min,6,0.41,7.33
2002-6-20-Oie,2002,20,Oie,6,2.56,50.43
2002-6-20-Oa,2002,20,Oa,6,1.75,26.83
2002-6-20-min,2002,20,min,6,0.77,11.71
2002-6-22-Oie,2002,22,Oie,6,2.16,49.30
2002-6-22-Oa,2002,22,Oa,6,1.78,50.43
2002-6-22-min,2002,22,min,6,-88.88,-88.88
2002-6-23-Oie,2002,23,Oie,6,2.03,53.06
2002-6-23-Oa,2002,23,Oa,6,1.56,31.78
2002-6-23-min,2002,23,min,6,0.04,1.09
2002-6-27-Oie,2002,27,Oie,6,1.88,42.61
2002-6-27-Oa,2002,27,Oa,6,-88.88,-88.88
2002-6-27-min,2002,27,min,6,0.30,5.29
2002-6-30-Oie,2002,30,Oie,6,2.03,49.22
2002-6-30-Oa,2002,30,Oa,6,2.11,36.48
2002-6-30-min,2002,30,min,6,0.18,4.22
2002-6-33-Oie,2002,33,Oie,6,1.26,54.57
2002-6-33-Oa,2002,33,Oa,6,1.51,52.86
2002-6-33-min,2002,33,min,6,-88.88,-88.88
2002-6-34-Oie,2002,34,Oie,6,2.42,51.85
2002-6-34-Oa,2002,34,Oa,6,1.92,41.53
2002-6-34-min,2002,34,min,6,0.24,6.35
2002-6-35-Oie,2002,35,Oie,6,2.22,52.68
2002-6-35-Oa,2002,35,Oa,6,1.19,26.43
2002-6-35-min,2002,35,min,6,-88.88,-88.88
2002-6-41-Oie,2002,41,Oie,6,1.99,46.25
2002-6-41-Oa,2002,41,Oa,6,0.95,19.23
2002-6-41-min,2002,41,min,6,0.55,9.21
2002-6-44-Oie,2002,44,Oie,6,1.93,38.82
2002-6-44-Oa,2002,44,Oa,6,-88.88,-88.88
2002-6-44-min,2002,44,min,6,0.05,1.53
2002-6-46-Oie,2002,46,Oie,6,2.32,48.90
2002-6-46-Oa,2002,46,Oa,6,1.34,20.45
2002-6-46-min,2002,46,min,6,1.03,15.76
2002-6-47-Oie,2002,47,Oie,6,2.55,49.10
2002-6-47-Oa,2002,47,Oa,6,1.38,28.92
2002-6-47-min,2002,47,min,6,0.26,5.61
2002-6-50-Oie,2002,50,Oie,6,1.34,27.61
2002-6-50-Oa,2002,50,Oa,6,0.76,13.80
2002-6-50-min,2002,50,min,6,-88.88,-88.88
2002-6-52-Oie,2002,52,Oie,6,2.39,47.01
2002-6-52-Oa,2002,52,Oa,6,0.69,12.28
2002-6-52-min,2002,52,min,6,0.19,3.65
2002-6-55-Oie,2002,55,Oie,6,2.37,48.45
2002-6-55-Oa,2002,55,Oa,6,1.51,30.92
2002-6-55-min,2002,55,min,6,0.24,5.55
2002-6-57-Oie,2002,57,Oie,6,2.29,47.32
2002-6-57-Oa,2002,57,Oa,6,1.63,29.58
2002-6-57-min,2002,57,min,6,0.65,11.96
2002-6-58-Oie,2002,58,Oie,6,2.32,43.30
2002-6-58-Oa,2002,58,Oa,6,0.84,15.85
2002-6-58-min,2002,58,min,6,0.44,7.66
2002-6-61-Oie,2002,61,Oie,6,1.71,34.91
2002-6-61-Oa,2002,61,Oa,6,1.54,26.41
2002-6-61-min,2002,61,min,6,0.28,5.18
2002-6-63-Oie,2002,63,Oie,6,1.94,42.27
2002-6-63-Oa,2002,63,Oa,6,0.96,18.01
2002-6-63-min,2002,63,min,6,0.15,2.65
2002-6-66-Oie,2002,66,Oie,6,1.64,30.97
2002-6-66-Oa,2002,66,Oa,6,1.31,24.77
2002-6-66-min,2002,66,min,6,0.71,11.70
2002-6-72-Oie,2002,72,Oie,6,2.43,49.33
2002-6-72-Oa,2002,72,Oa,6,1.49,29.31
2002-6-72-min,2002,72,min,6,0.25,4.23
2002-6-74-Oie,2002,74,Oie,6,2.13,48.43
2002-6-74-Oa,2002,74,Oa,6,1.52,38.63
2002-6-74-min,2002,74,min,6,0.29,5.48
2002-6-77-Oie,2002,77,Oie,6,2.11,42.79
2002-6-77-Oa,2002,77,Oa,6,1.04,20.10
2002-6-77-min,2002,77,min,6,0.18,4.13
2002-6-78-Oie,2002,78,Oie,6,2.09,47.16
2002-6-78-Oa,2002,78,Oa,6,1.63,29.03
2002-6-78-min,2002,78,min,6,0.44,8.60
2002-6-81-Oie,2002,81,Oie,6,2.15,49.27
2002-6-81-Oa,2002,81,Oa,6,1.69,33.18
2002-6-81-min,2002,81,min,6,0.31,6.32
2002-6-84-Oie,2002,84,Oie,6,2.23,45.28
2002-6-84-Oa,2002,84,Oa,6,0.87,15.51
2002-6-84-min,2002,84,min,6,0.04,0.83
2002-6-88-Oie,2002,88,Oie,6,2.24,46.31
2002-6-88-Oa,2002,88,Oa,6,1.41,27.24
2002-6-88-min,2002,88,min,6,0.13,2.37
2002-6-91-Oie,2002,91,Oie,6,2.12,46.98
2002-6-91-Oa,2002,91,Oa,6,-88.88,-88.88
2002-6-91-min,2002,91,min,6,0.07,3.63
2002-6-93-Oie,2002,93,Oie,6,0.91,17.32
2002-6-93-Oa,2002,93,Oa,6,-88.88,-88.88
2002-6-93-min,2002,93,min,6,0.34,7.58
2002-6-94-Oie,2002,94,Oie,6,2.11,47.72
2002-6-94-Oa,2002,94,Oa,6,1.46,29.90
2002-6-94-min,2002,94,min,6,0.39,7.41
2002-6-96-Oie,2002,96,Oie,6,1.54,34.81
2002-6-96-Oa,2002,96,Oa,6,-88.88,-88.88
2002-6-96-min,2002,96,min,6,0.29,5.88
2002-6-97-Oie,2002,97,Oie,6,2.32,45.89
2002-6-97-Oa,2002,97,Oa,6,1.51,30.72
2002-6-97-min,2002,97,min,6,0.88,18.83
2002-6-100-Oie,2002,100,Oie,6,2.27,48.42
2002-6-100-Oa,2002,100,Oa,6,1.34,27.71
2002-6-100-min,2002,100,min,6,0.21,4.66
2002-6-102-Oie,2002,102,Oie,6,2.16,47.32
2002-6-102-Oa,2002,102,Oa,6,1.93,39.17
2002-6-102-min,2002,102,min,6,0.09,3.16
2002-6-103-Oie,2002,103,Oie,6,1.58,36.54
2002-6-103-Oa,2002,103,Oa,6,-88.88,-88.88
2002-6-103-min,2002,103,min,6,0.26,5.51
2002-6-107-Oie,2002,107,Oie,6,2.11,42.58
2002-6-107-Oa,2002,107,Oa,6,1.18,21.82
2002-6-107-min,2002,107,min,6,0.37,6.87
2002-6-110-Oie,2002,110,Oie,6,1.91,41.60
2002-6-110-Oa,2002,110,Oa,6,1.39,25.17
2002-6-110-min,2002,110,min,6,0.16,3.17
2002-6-111-Oie,2002,111,Oie,6,2.45,49.56
2002-6-111-Oa,2002,111,Oa,6,2.19,35.84
2002-6-111-min,2002,111,min,6,0.37,6.20
2002-6-114-Oie,2002,114,Oie,6,1.92,46.54
2002-6-114-Oa,2002,114,Oa,6,1.41,28.92
2002-6-114-min,2002,114,min,6,0.27,6.02
2002-6-118-Oie,2002,118,Oie,6,2.10,43.64
2002-6-118-Oa,2002,118,Oa,6,0.98,20.11
2002-6-118-min,2002,118,min,6,0.26,6.34
2002-6-120-Oie,2002,120,Oie,6,1.84,43.95
2002-6-120-Oa,2002,120,Oa,6,0.87,20.08
2002-6-120-min,2002,120,min,6,0.14,4.43
2002-6-121-Oie,2002,121,Oie,6,1.75,38.23
2002-6-121-Oa,2002,121,Oa,6,0.74,13.05
2002-6-121-min,2002,121,min,6,0.37,7.23
2002-6-125-Oie,2002,125,Oie,6,1.38,29.73
2002-6-125-Oa,2002,125,Oa,6,1.20,21.87
2002-6-125-min,2002,125,min,6,0.48,8.32
2002-6-128-Oie,2002,128,Oie,6,2.27,46.68
2002-6-128-Oa,2002,128,Oa,6,1.52,34.08
2002-6-128-min,2002,128,min,6,0.31,7.36
2002-6-129-Oie,2002,129,Oie,6,2.57,49.55
2002-6-129-Oa,2002,129,Oa,6,2.22,37.67
2002-6-129-min,2002,129,min,6,0.26,6.36
2002-6-130-Oie,2002,130,Oie,6,2.40,47.64
2002-6-130-Oa,2002,130,Oa,6,0.90,16.21
2002-6-130-min,2002,130,min,6,0.23,5.06
2002-6-131-Oie,2002,131,Oie,6,2.27,48.36
2002-6-131-Oa,2002,131,Oa,6,1.72,44.05
2002-6-131-min,2002,131,min,6,0.08,1.90
2002-6-132-Oie,2002,132,Oie,6,2.06,43.09
2002-6-132-Oa,2002,132,Oa,6,1.69,38.03
2002-6-132-min,2002,132,min,6,0.01,0.62
2002-6-135-Oie,2002,135,Oie,6,1.90,34.54
2002-6-135-Oa,2002,135,Oa,6,1.39,24.93
2002-6-135-min,2002,135,min,6,0.28,5.50
2002-6-139-Oie,2002,139,Oie,6,1.75,34.06
2002-6-139-Oa,2002,139,Oa,6,0.80,13.03
2002-6-139-min,2002,139,min,6,-88.88,-88.88
2002-6-140-Oie,2002,140,Oie,6,2.23,49.57
2002-6-140-Oa,2002,140,Oa,6,1.81,40.47
2002-6-140-min,2002,140,min,6,0.42,7.55
2002-6-141-Oie,2002,141,Oie,6,2.24,43.54
2002-6-141-Oa,2002,141,Oa,6,1.05,20.33
2002-6-141-min,2002,141,min,6,0.17,3.65
2002-6-144-Oie,2002,144,Oie,6,1.80,43.53
2002-6-144-Oa,2002,144,Oa,6,0.57,10.12
2002-6-144-min,2002,144,min,6,0.17,3.60
