Year,Mean,Sd,Min,Max,q05,q25,q50,q75,q95,Horizon
1968.5,294.8740959444738,20.150715785540807,235.8796499836584,359.15192576710785,265.9166802157389,279.79213899218144,294.0368992704565,308.46048648510896,328.62032492981473,oie
1969,321.73342704825126,21.165476599634385,259.31067527571105,388.75452063355584,291.2330279296374,305.9028743719255,320.9106544404864,336.04899347976266,357.1033780958155,oie
1969.5,344.1602026623254,21.725823399530682,279.543463134968,412.3774769939637,312.7522576927014,327.92421584734586,343.380440104983,358.9107101097486,380.37856289888293,oie
1970,364.3262998414552,22.050136784566032,298.1727044279787,432.95781736107375,332.3469807338837,347.8626934542301,363.6045971387839,379.350578826676,400.9907821116188,oie
1970.5,381.7514033517905,22.112456810223133,314.79702642474393,449.93738663610714,349.57215979650726,365.2577807831059,381.10154054009547,396.87371053012885,418.41741550326697,oie
1971,396.17597623901156,21.90904478725809,329.17940015501836,463.0599670185194,364.1778204657358,379.85183827961066,395.61070167927255,411.2176075129578,432.39681179329705,oie
1971.5,407.5488146294501,21.452023999971615,341.24439316767695,472.3218647956489,376.0967863056175,391.58764261334727,407.0768845121412,422.3365409532355,442.8965722759548,oie
1972,417.36200582048997,20.88967158541955,352.0885900291559,479.7303429668691,386.6149505189267,401.8419236130359,416.98655356786,431.8230942573092,451.6656234993539,oie
1972.5,426.41050150836134,20.30102233638018,362.2940887527242,486.35198893634833,396.4169692238117,411.3498184498556,426.12485427742087,440.519621637197,459.62992813527114,oie
1973,433.6105678329505,19.589923413748323,371.0366348726828,490.76956792924165,404.5498869254002,419.0966479205588,433.4173803199957,447.2835803674439,465.5476002828214,oie
1973.5,438.7399724743453,18.748231350983865,378.1193867776664,492.73847431677484,410.80907972393476,424.8795091301357,438.64092423385296,451.88387011220817,469.18098394054056,oie
1974,443.21263529386704,17.904727295275315,384.6077530733585,494.1051597483237,416.42500632781685,430.00284802177936,443.20040828491125,455.81996144406946,472.1615406509587,oie
1974.5,445.56074953735316,16.933543626746452,389.3743982223046,492.97457634240203,420.10619347081314,433.0917991263361,445.63629870435636,457.54221099400854,472.8085929498165,oie
1975,448.6733426466219,16.095135300609062,394.5969850256994,493.12724622492897,424.37615852598213,436.8478147191263,448.8222046508085,460.10952392567594,474.45399323654544,oie
1975.5,450.6471320765716,15.212405227176427,398.8492257184046,492.0389748321277,427.5785157735674,439.49773267732917,450.8659116725198,461.5031959005076,474.89339075118585,oie
1976,451.83800420607633,14.32188193256818,402.389190843204,490.1906601648143,430.016290772024,441.37060808274697,452.12170315315154,462.1075271810362,474.5464139754465,oie
1976.5,450.7113268244588,13.2898130033193,404.04543651526745,485.5836487178695,430.345778850895,441.0309377202496,451.0650130459193,460.2953700576096,471.64413637807854,oie
1977,449.36552783697584,12.307050335893075,405.39169810759734,480.97534566619646,430.3963408903925,440.43312554579313,449.7803790869762,458.29005159380307,468.61244986412555,oie
1977.5,447.0209737405416,11.30577778134526,405.83892384074005,475.34698938912425,429.48350198305593,438.85122520855697,447.49092522990264,455.2704100170832,464.5580354825667,oie
1978,444.4080039262899,10.347111263408289,405.9421770328491,469.6334348112172,428.2491074815292,436.9654750951276,444.92680323462696,452.0042582353312,460.3094966725674,oie
1978.5,440.28190385472817,9.324250663154197,404.7500852758188,462.21958950982577,425.60048785844293,433.6204552195977,440.84912843488064,447.18184253828883,454.4471760912192,oie
1979,436.3892434643566,8.388996128911565,403.58867817884936,455.37223271435346,423.0706814762031,430.4372556250909,436.9961332455857,442.64490881262884,448.97154140617926,oie
1979.5,430.68484869837823,7.362645214194585,400.9063816700438,446.42371406553696,418.86642760990105,425.5119823786538,431.33368069666454,436.2341544483668,441.52687521790733,oie
1980,425.0896916792268,6.416129550661878,398.15315634451065,437.8778531534679,414.66753908157483,420.63911484411165,425.7695535805792,429.9787578192983,434.3329184446787,oie
1980.5,418.9618037423296,5.4917557736853135,394.8465995890804,428.89297474002984,409.91358655477944,415.21687396173786,419.6672585537251,423.20326012497395,426.63975979691713,oie
1981,413.02229413059786,4.648303671240478,391.54191800212936,420.42036340824865,405.24443581726064,409.9235319965604,413.7442803042569,416.6648025771952,419.27057905018114,oie
1981.5,406.92786360288034,3.855938295402436,387.98002258618715,412.25005971537087,400.3592121761545,404.44077275874724,407.66265129728004,409.9982148098082,411.8323798628023,oie
1982,401.33153205612996,3.165520547899692,384.6709057800661,405.13990555005483,395.84026241569995,399.3833849686512,402.0713247407197,403.8930943992653,405.00731983267656,oie
1982.5,394.71753661075115,2.4571492571090694,380.46993072036514,397.23316931541785,390.36081557738987,393.3371891689186,395.45661441191595,396.69944625454985,397.20472838875185,oie
1983,387.7535531636986,1.8081568903080372,375.8810527358245,389.3459347167656,384.5086204017208,386.8669224481969,388.44025445151254,389.1246136932607,389.3289933722391,oie
1983.5,379.82670613422516,1.2493501904586688,370.4369877320006,380.8067987437613,377.6057553472215,379.3536951745657,380.29742011599524,380.679172247551,380.79681694661735,oie
1984,372.2797950192375,1.0204650279699223,365.153292313803,373.0423586294449,370.3811878241727,372.00440913660134,372.62651523727334,372.9414137137853,373.03534416056283,oie
1984.5,364.4567142390863,1.2036621123415145,357.0640095513631,365.3185424951355,362.15872227054444,364.16848972405785,364.9053532308322,365.2102579119541,365.30515917394126,oie
1985,357.41787520429995,1.565762188423559,348.5619350039222,358.5946991584232,354.36066659917475,356.9410117010152,358.0543451951045,358.46357430075125,358.58393969521774,oie
1985.5,349.6075285350335,2.0485753367349466,339.1738487895455,351.39483599576283,345.6099266938506,348.74947648626534,350.2943263265372,351.15723860753724,351.369920531233,oie
1986,342.1830695309232,2.5067161990937255,330.4187296472838,344.71974644799144,337.3722240992985,340.96149163765045,342.8964966248425,344.1466288671841,344.6763760439078,oie
