Iter_number,System_age,oie_age,oa_age,min_age,Transit_time
1,211.5510227719101,8.403617062760084,49.25692477754308,230.1190013425053,152.84704724902585
2,219.17107962439138,6.497970875271622,50.02393445819931,238.22279450344203,150.24854506244162
3,181.88861545486947,7.937035019436164,76.86543221541493,202.25983045209284,141.0074194470924
4,217.08284183828061,8.951465983205775,51.58866457925035,236.1600581527108,158.81035046629557
5,221.70616712241684,6.68298874738085,128.74010794055542,247.11510157004815,180.00921093672162
6,208.19668992195065,6.79574091152202,47.88162499419156,224.75780578016784,157.41509056329207
7,200.93414256665733,7.99171121523425,56.566744783054936,217.1875757410629,169.97660754542343
8,306.45873388386343,7.653578999953155,72.65872440011931,332.42266602922547,217.4254205203785
9,179.85425070064846,7.042827244492049,69.15240320089194,200.94354843755133,131.21260611417904
10,187.0660248634116,6.569637371174986,71.62587867762689,206.68945972294867,165.15333584764122
11,229.5519812215264,7.377793476699785,105.13461417809145,254.18838337098393,187.79521518373767
12,190.7552362873433,6.37137508561793,55.9133376876206,210.26066407168184,133.69271338456008
13,149.40501198532758,7.9766757412227705,48.54881663171365,166.01271285668165,111.74385109747813
14,248.63206351740695,6.186996836665916,69.20418561264327,272.0985686991297,179.8248995869749
15,160.34188288587882,7.168894624709127,106.96497030460357,178.43160229274417,134.4446687487375
16,161.35596521008335,8.207751354252201,79.59494244765669,178.8410242653058,136.5765691555864
17,172.61645499543005,6.9426936412708,72.81383518272601,192.41359529375205,135.69285067076336
18,204.26900523666163,6.955677472500443,49.95139449335405,221.0537161291692,155.16443667073656
19,304.9727076030375,7.659633434005477,72.68312569671943,326.2330638999187,258.9276840562985
20,286.5325991639424,7.808071390183368,78.49034230765585,311.35049444791855,228.81058354502466
21,235.53396001968173,7.315302449079595,68.9048322207178,259.5687310778304,172.12613916943894
22,234.93093499009177,7.196529041158826,39.976572583659,252.81576545643574,156.34410068824798
23,227.75540021296047,8.508965432902068,42.394198501216884,244.71593583293617,169.27708842643676
24,239.47880680669957,7.807178383430891,114.57927422982353,266.31758067902086,186.18858858390394
25,185.900432141805,6.73687084244762,46.92487577067164,200.91911492565686,150.99040959489616
26,227.79865843914033,7.798678760428036,114.05254372927882,254.14628395192938,184.26282813496462
27,221.94098621527542,7.770466197453549,77.24060050728383,245.542958121323,162.89700242464733
28,252.94317017566192,7.283197553434279,109.88049931079117,278.3181412221485,215.58119918207973
29,206.215336645666,8.117987143815721,107.80970449142355,230.93476560906186,160.6007301884314
30,193.66442037742848,6.824732944991421,110.62294151155908,214.14580044031004,172.61551751523575
31,215.04289309364978,7.686093683768428,27.19430821421876,227.21207642635477,149.81408737916828
32,245.96541524404256,7.385121397545316,87.88226867822496,270.8593844425936,192.7615101129168
33,230.55796035971514,6.239961605433585,50.2332692021627,246.08327248361186,189.23274430856304
34,161.93581539604554,7.553417844704137,83.65831866257143,180.5577425771937,140.65293166437564
35,208.96289230562707,5.968993757622838,110.0347043000869,233.72179539835267,160.33458398723917
36,180.6703599578431,7.434873674909218,66.83261979364558,200.93538890035268,134.7641699835841
37,184.10304398992332,6.603988765282376,45.18971836842431,203.5824889817932,133.85593037231723
38,199.5572528757897,7.265376383692441,91.01180463398731,220.42518285052847,173.791616002935
