Year,Mean,Sd,Min,Max,q05,q25,q50,q75,q95,Horizon
1997,396.8112421747691,0,396.8112421747691,396.8112421747691,396.8112421747691,396.8112421747691,396.8112421747691,396.8112421747691,396.8112421747691,oi
1997.5,396.2924506505035,55.425893306382605,196.76400932241847,467.07898972319833,264.55636312856876,379.72192788697055,413.8257624252178,433.9023564975497,453.441179604952,oi
1998,402.60234187278957,88.01165602490289,129.75420863920797,531.9241269096237,201.16018909196748,367.2472665305222,427.52317787482735,465.4061188128245,503.9887829638501,oi
1998.5,411.34279976772024,109.92321114877522,107.30815926397521,591.7645542789098,170.7712685939959,358.141838002103,438.54957709203927,492.16404471331975,549.1069506194822,oi
1999,420.5628631252756,126.23003283830883,99.78942410209979,646.9867397203645,156.204414648239,351.49557617032923,447.42582497419687,514.8903900905709,589.3788868244676,oi
1999.5,429.4122076858703,139.21301370512506,97.27090475052589,697.9469064192588,149.2217582644638,346.6446726040159,454.5712620462209,534.1928270862085,625.3249109601944,oi
2000,437.54668205367324,149.99197310810484,96.42728403713592,744.9739649626471,145.87466823262085,343.1034891974182,460.3229048214765,550.5871805596902,657.4098143158851,oi
2000.5,444.85853399528685,159.17110687856697,96.14470741421253,788.3715188210291,144.27024146326298,340.5188007674061,464.9533306939726,564.5112758935254,686.0482948551147,oi
2001,451.34948348417254,167.1094403048913,96.05004444925558,828.4196728427501,143.50118553375452,338.63212005343416,468.6808603240456,576.3377952333309,711.610508774807,oi
2001.5,457.07015261692493,174.0407543084217,96.01833801699415,865.3769226149516,143.13252962083465,337.2550174201357,471.68146560672756,586.382561117593,734.4270287475453,oi
2002,462.09054160041245,180.12996282198247,96.0077218742204,899.4818743464167,142.9558118634437,336.2498124415388,474.09699842495905,594.9139720020412,754.7927193220379,oi
2002.5,466.4854691080896,185.50111521403838,96.00416597966375,930.9546412654624,142.8710992728206,335.51608712472154,476.0414986968826,602.1600651439492,772.9708344751906,oi
