Year,Mean,Sd,Min,Max,q05,q25,q50,q75,q95,Horizon
1968.5,1575.93776144131,133.22956561569896,1062.4333906698464,1960.2157832400178,1348.6426545733536,1491.8131138490244,1587.2449686990765,1663.1296544484478,1778.6218285156772,oie
1969,1575.93776144131,133.22956561569896,1062.4333906698464,1960.2157832400178,1348.6426545733536,1491.8131138490244,1587.2449686990765,1663.1296544484478,1778.6218285156772,oie
1969.5,1575.93776144131,133.22956561569896,1062.4333906698464,1960.2157832400178,1348.6426545733536,1491.8131138490244,1587.2449686990765,1663.1296544484478,1778.6218285156772,oie
1970,1575.93776144131,133.22956561569896,1062.4333906698464,1960.2157832400178,1348.6426545733536,1491.8131138490244,1587.2449686990765,1663.1296544484478,1778.6218285156772,oie
1970.5,1575.93776144131,133.22956561569896,1062.4333906698464,1960.2157832400178,1348.6426545733536,1491.8131138490244,1587.2449686990765,1663.1296544484478,1778.6218285156772,oie
1971,1575.93776144131,133.22956561569896,1062.4333906698464,1960.2157832400178,1348.6426545733536,1491.8131138490244,1587.2449686990765,1663.1296544484478,1778.6218285156772,oie
1971.5,1575.93776144131,133.22956561569896,1062.4333906698464,1960.2157832400178,1348.6426545733536,1491.8131138490244,1587.2449686990765,1663.1296544484478,1778.6218285156772,oie
1972,1575.93776144131,133.22956561569896,1062.4333906698464,1960.2157832400178,1348.6426545733536,1491.8131138490244,1587.2449686990765,1663.1296544484478,1778.6218285156772,oie
1972.5,1575.93776144131,133.22956561569896,1062.4333906698464,1960.2157832400178,1348.6426545733536,1491.8131138490244,1587.2449686990765,1663.1296544484478,1778.6218285156772,oie
1973,1575.93776144131,133.22956561569896,1062.4333906698464,1960.2157832400178,1348.6426545733536,1491.8131138490244,1587.2449686990765,1663.1296544484478,1778.6218285156772,oie
1973.5,1575.93776144131,133.22956561569896,1062.4333906698464,1960.2157832400178,1348.6426545733536,1491.8131138490244,1587.2449686990765,1663.1296544484478,1778.6218285156772,oie
1974,1575.93776144131,133.22956561569896,1062.4333906698464,1960.2157832400178,1348.6426545733536,1491.8131138490244,1587.2449686990765,1663.1296544484478,1778.6218285156772,oie
1974.5,1575.93776144131,133.22956561569896,1062.4333906698464,1960.2157832400178,1348.6426545733536,1491.8131138490244,1587.2449686990765,1663.1296544484478,1778.6218285156772,oie
1975,1575.93776144131,133.22956561569896,1062.4333906698464,1960.2157832400178,1348.6426545733536,1491.8131138490244,1587.2449686990765,1663.1296544484478,1778.6218285156772,oie
1975.5,1575.93776144131,133.22956561569896,1062.4333906698464,1960.2157832400178,1348.6426545733536,1491.8131138490244,1587.2449686990765,1663.1296544484478,1778.6218285156772,oie
1976,1575.93776144131,133.22956561569896,1062.4333906698464,1960.2157832400178,1348.6426545733536,1491.8131138490244,1587.2449686990765,1663.1296544484478,1778.6218285156772,oie
1976.5,1575.93776144131,133.22956561569896,1062.4333906698464,1960.2157832400178,1348.6426545733536,1491.8131138490244,1587.2449686990765,1663.1296544484478,1778.6218285156772,oie
1977,1575.93776144131,133.22956561569896,1062.4333906698464,1960.2157832400178,1348.6426545733536,1491.8131138490244,1587.2449686990765,1663.1296544484478,1778.6218285156772,oie
1977.5,1575.93776144131,133.22956561569896,1062.4333906698464,1960.2157832400178,1348.6426545733536,1491.8131138490244,1587.2449686990765,1663.1296544484478,1778.6218285156772,oie
1978,1575.93776144131,133.22956561569896,1062.4333906698464,1960.2157832400178,1348.6426545733536,1491.8131138490244,1587.2449686990765,1663.1296544484478,1778.6218285156772,oie
1978.5,1575.93776144131,133.22956561569896,1062.4333906698464,1960.2157832400178,1348.6426545733536,1491.8131138490244,1587.2449686990765,1663.1296544484478,1778.6218285156772,oie
1979,1575.93776144131,133.22956561569896,1062.4333906698464,1960.2157832400178,1348.6426545733536,1491.8131138490244,1587.2449686990765,1663.1296544484478,1778.6218285156772,oie
1979.5,1575.93776144131,133.22956561569896,1062.4333906698464,1960.2157832400178,1348.6426545733536,1491.8131138490244,1587.2449686990765,1663.1296544484478,1778.6218285156772,oie
1980,1575.93776144131,133.22956561569896,1062.4333906698464,1960.2157832400178,1348.6426545733536,1491.8131138490244,1587.2449686990765,1663.1296544484478,1778.6218285156772,oie
1980.5,1575.93776144131,133.22956561569896,1062.4333906698464,1960.2157832400178,1348.6426545733536,1491.8131138490244,1587.2449686990765,1663.1296544484478,1778.6218285156772,oie
1981,1575.93776144131,133.22956561569896,1062.4333906698464,1960.2157832400178,1348.6426545733536,1491.8131138490244,1587.2449686990765,1663.1296544484478,1778.6218285156772,oie
1981.5,1575.93776144131,133.22956561569896,1062.4333906698464,1960.2157832400178,1348.6426545733536,1491.8131138490244,1587.2449686990765,1663.1296544484478,1778.6218285156772,oie
1982,1575.93776144131,133.22956561569896,1062.4333906698464,1960.2157832400178,1348.6426545733536,1491.8131138490244,1587.2449686990765,1663.1296544484478,1778.6218285156772,oie
1982.5,1575.93776144131,133.22956561569896,1062.4333906698464,1960.2157832400178,1348.6426545733536,1491.8131138490244,1587.2449686990765,1663.1296544484478,1778.6218285156772,oie
1983,1575.93776144131,133.22956561569896,1062.4333906698464,1960.2157832400178,1348.6426545733536,1491.8131138490244,1587.2449686990765,1663.1296544484478,1778.6218285156772,oie
1983.5,1575.93776144131,133.22956561569896,1062.4333906698464,1960.2157832400178,1348.6426545733536,1491.8131138490244,1587.2449686990765,1663.1296544484478,1778.6218285156772,oie
1984,1575.93776144131,133.22956561569896,1062.4333906698464,1960.2157832400178,1348.6426545733536,1491.8131138490244,1587.2449686990765,1663.1296544484478,1778.6218285156772,oie
1984.5,1575.93776144131,133.22956561569896,1062.4333906698464,1960.2157832400178,1348.6426545733536,1491.8131138490244,1587.2449686990765,1663.1296544484478,1778.6218285156772,oie
1985,1575.93776144131,133.22956561569896,1062.4333906698464,1960.2157832400178,1348.6426545733536,1491.8131138490244,1587.2449686990765,1663.1296544484478,1778.6218285156772,oie
1985.5,1575.93776144131,133.22956561569896,1062.4333906698464,1960.2157832400178,1348.6426545733536,1491.8131138490244,1587.2449686990765,1663.1296544484478,1778.6218285156772,oie
