Year,Mean,Sd,Min,Max,q05,q25,q50,q75,q95,Horizon
1945.5,-19.086587606180956,0.2024936810298293,-19.46927392233766,-17.856255140273667,-19.326765096633277,-19.20633587026635,-19.127566307243548,-19.027992166198352,-18.69498234255605,oie
1946,-19.282457554655966,0.22069246785396074,-19.72096041071536,-18.014015970848952,-19.5572234285621,-19.41735943971945,-19.32111093329103,-19.208962532062888,-18.85956936054763,oie
1946.5,-19.467854687400493,0.2334374300197572,-19.928264232841553,-18.17152558253121,-19.764634339371565,-19.614870782275638,-19.50804448361987,-19.385074156430235,-19.02289807670816,oie
1947,-19.572507244327884,0.2218448843113577,-19.958914434543786,-18.306467586523766,-19.845753431322883,-19.711240163666268,-19.614707123791597,-19.50045518895663,-19.146503310983984,oie
1947.5,-19.760941872330722,0.23645152987409673,-20.199998919680382,-18.464362599210805,-20.05876542032085,-19.909044990190502,-19.804286660068893,-19.677780153178116,-19.31110797085801,oie
1948,-20.063052842773306,0.28170075626693347,-20.667509923909535,-18.654693320634742,-20.44581688520944,-20.24437750718361,-20.106556374678508,-19.948416904876254,-19.534386091525707,oie
1948.5,-20.39154757832983,0.32920056789649704,-21.141971633821477,-18.85613861395219,-20.856487603272868,-20.607028570655135,-20.436241778144073,-20.244510828509423,-19.778900649193876,oie
1949,-20.605321443829688,0.33643165438489175,-21.317089602615468,-19.035420425262185,-21.0697030386787,-20.82879284883832,-20.654711695925364,-20.45488043846963,-19.973693616367044,oie
1949.5,-20.66951650556169,0.29839958398809746,-21.178955422971768,-19.17554370133445,-21.04914208586206,-20.872121835725373,-20.72635135367362,-20.55172239031139,-20.095163375699133,oie
1950,-20.75446131168401,0.274009446484286,-21.159367175958344,-19.309004061311196,-21.07933969492458,-20.93812361902467,-20.817507766566823,-20.655642808232734,-20.216522033757112,oie
1950.5,-20.991287749969395,0.29701899293959216,-21.500950887384796,-19.488926363040783,-21.35789020881436,-21.187885472225968,-21.054446555578423,-20.875798150837316,-20.409497975214776,oie
1951,-21.278645858979655,0.3306332455583776,-21.91753410093389,-19.68443969913003,-21.708537085622368,-21.49594923017811,-21.34000939267161,-21.141153909791292,-20.636498278585943,oie
1951.5,-21.474027719851083,0.33254988664502594,-22.09169827547497,-19.859220419563115,-21.90060630770017,-21.693891113092114,-21.53580476991734,-21.337723084429854,-20.823205902948253,oie
1952,-21.58367325820782,0.31077725602160294,-22.08213472820153,-20.0098945916527,-21.961321025614303,-21.79408810094902,-21.64849684729714,-21.46451965711058,-20.966682725927498,oie
1952.5,-21.646302519313423,0.2792064368945144,-22.01608833525226,-20.146341330555153,-21.95732872255043,-21.83644558400183,-21.716221754513654,-21.551250007075637,-21.08855848458978,oie
