Iter_number,System_age,oie_age,oa_age,min_age,Transit_time
1,67.07400818990422,1.6908032363349352,84.24125486764271,43.31164631322095,47.48516039900882
2,167.8723200430102,5.779304477300734,164.91092703156082,172.60906930261655,169.09989193177566
3,229.5271344249671,6.259782103474059,122.45235792986139,267.3400466782401,193.1657412104628
4,208.4436784760889,3.6539657328972184,255.0052945678066,155.01955707128036,128.91578188035226
5,166.81475300714678,5.786242672445732,113.61152044427173,186.7330531001299,146.7999438901575
6,270.7997725831461,5.797937740080647,326.95876920171054,178.63587284574996,214.0997048343196
7,178.11008356765967,5.412491576409341,193.58460417110143,164.2423564341286,175.11633548868662
8,256.75048347005406,5.494333191361182,238.16353734802132,270.5810501271478,238.37440172044649
9,92.1330392880056,4.572012015774436,29.646630894467638,102.59222205753028,73.77669666287791
10,112.24160970343951,5.663568833650189,128.06717112760165,99.10691451230844,94.66360557620246
11,122.11148583450748,5.895660948517373,133.88691011372643,113.795224602492,111.80722662491516
12,207.84456764866735,4.670490023597161,138.39394475642715,229.7733345649387,186.18917839744
13,341.2584422385987,5.006980093163963,367.6870801572916,319.3786669556108,311.6062742885374
14,62.32345665382414,4.835499006281495,22.8872014229192,73.2012247130781,50.37645492966692
15,162.92924868851276,5.070348795470194,195.59832920594036,105.86053523018164,117.14823687127705
16,124.86602545404989,1.9551304798571223,149.95007203504068,96.08593943228064,89.74166034396845
17,81.48086966986233,5.033714187691383,97.83979220483307,33.60101870433709,32.14469518580911
18,88.52325246205211,4.967885800027924,63.67442274853528,98.38854092327784,81.17814517780556
19,186.22674438769786,6.5666033602772815,173.27186301185438,196.5799076507426,166.48448404426125
20,160.75625352157036,7.160299237162972,187.3259167248476,130.5881095592841,136.64352100262417
21,153.38367725311286,4.442384310589462,25.254780465361836,162.78748707030877,127.7872309305767
22,234.26532079005557,6.612386169528311,294.0897685833603,143.88894529598522,165.9852643002492
23,246.1314096202078,3.6950173895484553,105.02321987718048,273.7658855255724,200.4881998673151
24,168.56854697338855,4.255474104848181,186.1432111822688,74.14598735913846,63.40766718855908
25,196.14308355719413,5.72675833343326,215.95689783561707,21.10172992188567,96.69031612307705
26,267.809144149772,5.479471257153128,323.9326870677069,181.27198520297824,165.91487154380724
27,128.80969850026096,5.289745296503609,123.29696565603322,133.36477634653437,103.02049017040125
28,354.63015822743847,5.242317013130266,396.90797117840185,126.66281189969456,211.06573627150544
29,195.25918171952014,3.8240299739525803,65.7767167899614,221.06261655923305,154.1538998043461
30,121.78152613545727,6.840067938509407,122.74347890713274,123.99312343597582,105.24507237932795
31,71.93402326046558,5.512101537131016,84.03142335081765,25.664371037534757,30.898427743802465
32,118.70513227280237,5.594171400116012,155.12531239769203,84.97205625615315,85.15925396964113
33,108.51430544745396,4.998348873510251,116.14054148050757,106.35893048743864,85.61342784664897
34,227.83661344589643,6.150844089713339,52.01083400958171,253.83583375689946,161.12082468224054
35,277.295202250943,4.890355068514714,226.45993850417395,296.9170708274629,223.24427343458487
36,336.40247791827505,5.410478613551073,69.13267111145178,361.00792113171843,248.90105582419093
37,349.73740785394523,5.641418103271016,375.28052789718134,338.23943327648254,271.08065440494397
38,191.9744670564741,4.783103735557043,217.35176018489162,171.88127111380194,149.7661724559604
39,168.9824336107721,2.800149809058342,121.10488209121942,190.6132243700948,168.75769616122273
40,276.88900038316257,5.490264865105648,314.82845895688314,43.50026676462666,117.58998905227453
41,172.97680956938538,4.446285951722295,62.06517195315581,189.8204440512999,141.25774537376427
42,279.6568568928053,2.441172082055598,272.98309900337745,284.08318063459467,229.53916502989392
43,129.33852559090792,5.2518369528013364,46.18472909032922,149.91102209471995,103.32435351755612
44,253.58560668588402,4.7248109373310445,294.47420736064345,33.88974632146837,113.17255363246227
45,81.88215759215868,5.443992141228921,98.26693253918745,56.65035376321453,61.66901019795314
46,246.0145401631057,3.882247896564076,129.17191496356554,269.32782619577597,206.53218994959542
47,266.6964476929791,4.8091214497295605,280.2472711617325,23.372404830532194,133.04295937104692
48,42.332077037204456,4.287767370286683,55.45991467776063,25.530466195815094,32.033745710764414
49,146.91074660943053,5.860272841580902,45.37967956552784,161.6881201102844,104.41408166120867
50,154.75594967888088,5.194924215137543,186.088771145295,81.06772371688558,80.02793395754628
51,289.73038281593614,6.678377307104079,238.37293116379834,309.5044213600607,234.49159360745097
52,167.01185786981154,3.476812706728202,185.37044285742618,50.99178346760054,71.93894446004258
53,230.16098936754815,5.934635839414508,296.7896947648327,138.2235689427161,146.78693096368193
54,232.85359803095164,4.36008300080517,275.5221369923684,82.20300191581754,109.47311382281103
55,358.91048532018164,3.6470831911925687,120.40855907821263,403.6660131124964,287.5549193711949
56,242.62555904218186,2.13487658989588,128.10734031674198,273.583483521685,190.0999428408942
57,202.90522410214228,4.106731504122254,213.53012656840016,195.3674185935689,185.42233010448268
58,203.72362830323388,5.335736798879618,157.21366387788717,221.42827173228426,171.61952797786518
59,315.7030285185047,4.492499113722594,177.1785740960573,349.30804137050995,241.58350591922311
60,78.91492225927163,6.112714686285932,92.73038992086096,57.46690964103054,63.54568256800716
61,167.3263779689682,6.2608251785618005,56.96381962385766,195.44506091200932,132.85059276855415
62,318.03928945041173,5.104684974208012,360.86088037786135,292.44111251696523,229.97704934210248
63,285.1708546700225,6.008376144743395,214.73379941214142,319.4954502594794,263.8173867610905
64,57.13828882743982,4.18077365201121,75.97670754497891,37.62429859854477,39.433132175946064
65,161.04772778736063,5.156722665655353,36.18595915974983,177.90149747289288,143.9692542290768
66,75.03964992206309,7.494248439364649,89.27228672641745,33.71236154871416,31.628620258102423
67,150.8037460640876,5.1934509305058585,177.97562998613017,70.61435705670867,90.79986630321558
68,153.28171985771874,4.829458546240109,181.35207719376882,93.16266331095687,97.29016044106845
69,329.7744591415062,6.4446812088061884,152.5397314995593,371.627691467926,256.4207211418739
70,215.81725307563096,5.447793474795142,193.00874955678694,230.71783062938152,206.5896749938492
71,272.9445758435824,4.676786989599171,182.87219813501125,309.1143080226568,235.79118308971405
72,188.91646866040432,5.5518720767420255,215.35226511349398,61.16122864834469,115.40418961309115
73,308.53531824125963,6.019328841302165,393.4381205214755,151.53583770938565,157.08155090871347
74,340.48413767887047,5.146236093174777,381.112669492105,124.23483967283047,142.9632075558544
75,203.83359493485995,4.645325762402968,231.4646973771355,168.1602145595208,159.9410961174143
76,199.58465758622498,5.147244523958592,214.77555491008775,46.37903703490282,68.6185821900107
77,318.25077132226664,5.681176664841606,332.81903075298777,68.97348258838365,160.91871029283672
78,190.78071103862746,4.639990662280286,75.41683334669366,214.42192371075515,162.40519035415974
79,239.37786747769255,2.4058889474304883,279.23740229760466,198.55956074115198,192.8545445078314
80,265.8410207047145,5.720512823813721,338.42066792126883,174.6330809501737,150.1982221272693
81,128.2700224522948,4.69018650451946,159.03453525156004,98.05768363498044,80.952790612102
82,181.10654295533342,4.6812906420608105,202.7381645923182,157.64474461799216,163.83685730447428
83,243.19823157884585,3.1194690697351506,82.96807361444056,269.63444435318286,235.7455784050699
84,157.22060785967253,5.896878355764085,108.70001194426959,171.94312191855693,131.8440171996782
85,347.0253307708219,5.537273509524977,286.55263660253473,369.54541286986114,282.10932252661974
86,211.72648235916705,4.900282215074373,140.10718438228312,234.35252170439426,194.9785234136642
87,363.67695624244914,4.341752123526826,440.38928265856003,194.19557295530427,245.04349432925477
88,386.9909824113457,2.8159297140171247,357.7696523874169,403.2553933825213,340.49981641801867
89,101.68210044969607,5.277985714061907,75.96528518169877,113.9247975405261,104.65906998204802
90,270.6290972062325,5.056992218689571,320.72299938387766,161.13059177281363,202.63142363047808
91,300.1500443182836,5.611328306622143,65.83368093323746,324.04805793336254,244.921570915897
92,100.30811905183094,5.3787187008780135,138.02217690994587,57.194300120202136,64.59530156067257
93,143.40000970008873,5.128382047498384,163.1688959520651,78.6961595625892,87.41182463083899
94,204.7172305970254,5.54906651248206,201.48660412055773,208.6941133368416,170.2375475333352
95,202.46568082726338,5.237335997015721,64.07812286065058,226.5521532702783,152.79232909798162
96,271.62506953617134,4.537578853451992,123.90012081295225,309.61482539085057,287.7062138191043
97,66.43846358372426,4.441006262853514,80.45266469101688,54.818357622414126,47.00213189755472
98,324.50738799503364,4.44594748564479,340.8220565018029,82.46280455604203,98.32129984709432
99,283.3840155439785,4.329551289951583,300.4066186463341,126.11188517317669,121.82283381624798
100,91.56177377836389,4.247346253459625,107.47716305084131,38.869756410836096,45.23460189723806
101,264.06523822503345,4.699432128038022,328.3768499738496,165.6244584878408,198.70985299479844
102,129.80808647847735,4.00773054524184,87.89406025138737,145.54953388190955,107.90077335325324
103,279.0901211047321,3.1511234452687766,346.79974955781347,183.6146724164423,175.53054266234795
104,78.59084363264266,5.7480057284229416,90.40537194409723,65.12624535267301,63.70063874159148
105,129.72846507670675,6.756595104707301,146.90207407970385,21.145819608886555,62.11006623505182
106,140.7059122800183,4.259063331446011,91.90571022247582,157.1068629585663,129.35561635177484
107,39.70199575478589,5.204318696538373,16.3003979079776,44.77479447937361,39.15381571088376
108,141.98962443360065,5.4127620916595465,93.45795517947921,164.62463686892755,128.17470385284958
109,193.73035260920005,4.6615341252364315,231.76705771559523,157.15703795275684,163.78634493278108
110,142.8429144498571,3.473742309600938,153.60200154333904,133.4897286051566,140.20462172308123
111,333.8371046799269,5.430453848994666,317.61976857163955,346.95951810287653,325.38997427459003
112,359.53712954500475,3.7576189489282736,328.34192653924214,379.7899900776415,340.12461805196483
113,432.93024262221206,4.685410084791814,396.2586579849453,457.89223062272276,435.6081829449495
114,248.73326366306972,5.786242672445732,53.08691182678961,274.8077548928985,185.99200700008376
115,219.8162120080528,5.073799719931149,177.11493580043626,243.5631515377963,205.71237526924318
116,150.57628756142418,4.30986992871582,183.56948145587532,60.70253026386861,93.83622117124149
117,127.42019068084952,5.209840568533716,106.86344299159906,137.85037402318704,113.02919263143183
118,166.4389118114291,4.960391755929981,210.3681152084274,128.3419630759741,108.7104481795561
119,108.21467510858116,4.772840412988572,126.53141436520318,96.86632516262972,80.01576549319235
120,167.98453843586123,4.028081865209253,116.3337544019396,186.65405158463716,139.21841312330184
121,84.01434081664394,5.012148811728256,96.71900484320508,75.49206875682904,64.5951985199995
122,81.316388602064393,3.844490662561315,91.73093526859043,39.23229458249531,36.12093515517426
123,120.63832911910507,4.5299839527317625,138.87411586766873,55.16148488066886,47.65284790859139
124,233.46040243845323,5.267677190112532,136.84527387094133,270.8388803110922,200.7959481460628
125,61.26949459974767,5.335736798879618,70.2585523520937,10.043650583139149,35.383880285337796
