Iter_number,System_age,oie_age,oa_age,min_age,Transit_time
1,173.41534596791698,7.446645407485105,35.725331022871394,188.79503252218296,116.31197190691414
2,260.29950486088205,8.07227124773244,93.02026758726036,287.4872088698791,197.96973705160266
3,185.77193073697396,7.567420808763114,56.18011958066952,201.96887882244943,153.11467210058714
4,219.07469062499422,7.530486396092926,37.67845770060951,235.82981237897243,146.88843807635467
5,316.31465058840786,7.325837592289369,42.568215621931664,331.7513359942403,244.7812934982924
6,207.75125867791508,7.910221694326383,118.71983062694788,229.23130590293567,179.44179333468486
7,206.74935431252294,7.78060968516741,69.42409034003133,225.17061466238536,176.0938765210881
8,193.08815951802094,7.259575848699854,68.20244997470581,211.16019818025842,169.82506483641785
9,210.51073647436388,7.3289216283701775,45.45500958806003,229.66584968738115,142.07591634536
10,190.7348590481592,7.055465140590453,111.00217026663536,214.90551835516578,154.26110845504817
11,145.97197201207302,7.167703617991858,82.81226702264681,163.91709811669327,112.12031943898822
12,169.45682515927285,6.288953693211451,108.64075584072306,187.48274493002032,138.77423406532546
13,235.94350305872422,7.058305192644798,126.27646348787397,262.9881365478124,187.29902650369476
14,173.06692114729154,7.437787233084232,45.64720715672004,188.55927844905682,130.01029723874257
15,284.2734754449702,7.416750277654192,111.04276061115036,313.01994616384553,232.39347664929386
16,162.28932365117106,7.356799059777948,60.798935252988535,180.88234880581788,122.54380796924119
17,169.5015773510011,8.075136018192245,98.94171501420409,191.0616429090852,136.48433059608993
18,220.05957993906827,7.8511660468154405,90.84914939143252,240.94010735806148,190.28905737089926
19,258.2668085693465,7.175720963482996,108.4425528226564,283.31285284286713,225.1424324466936
20,252.21834324558807,7.4575924094834924,105.98516894380862,280.1341664358328,198.8716986690944
21,246.44374539346526,8.06622489001365,90.85533960185663,269.66275854251273,210.3659488152047
22,277.5385466394319,6.3985362108942985,97.50904022094642,306.1013674004546,202.75624776322869
23,255.67504686287714,7.737675521131309,101.23337393265442,283.5479055510382,190.59945756063144
24,193.2977936349447,8.069957537523653,104.84102063433016,215.4107551342688,162.6897632886039
25,251.25957068487972,7.63252838203449,77.13522847127007,272.06302274905073,212.4981065381839
26,171.76334814465713,7.912565826560835,44.776673050710464,185.28235068771627,147.68800770889814
27,246.87667795384556,7.909143391397177,39.03664369324335,262.9020187381876,177.9828276937107
28,271.2917046686726,7.322055803508036,81.39369607623678,299.4674052460683,190.87603999591445
29,277.36584187592445,6.973905769984038,99.74513097318015,304.69839296496156,217.50764171804516
30,163.33973365068405,6.812719478674286,65.67021313266507,181.02640344485718,128.99670613129106
31,242.20848945354973,6.466534422964942,101.3677205711749,265.9924993939872,203.3051100360596
32,242.613348234712,7.705063733471439,112.83824647864779,269.2432236492509,200.2103354311699
33,277.5952163530483,7.28668731417928,89.55851879620225,304.02449805114344,219.45306603271527
34,282.83040892879706,7.543762717226199,135.14584586359584,311.07647133751783,242.87965214164325
35,182.2165960055525,5.723374426881073,67.22926133073427,202.12048590028894,140.20353241458798
36,276.53074398988815,6.338696648930771,62.555197642911246,297.69741110605867,216.7136870588612
37,233.55898303142507,7.617539947100041,68.41682923437348,255.91335593427505,168.62892291871827
38,237.087315603544,6.9128076922176405,92.02162794168851,259.868204013044,201.055935453199
39,217.9761450059158,6.986688702227187,94.31236409912307,242.44338330786005,170.25625260383075
40,181.83944385855494,8.474992813906043,83.06121016523024,202.7059235500842,144.4233728559004
41,233.52175482950298,6.305776521014601,96.16805987738498,257.9722864996931,183.48078340665114
42,153.45223808681132,7.448372236006711,115.70511951807835,168.62397537999973,126.08099587650825
43,262.8651677885525,7.375214252300111,56.48844641002988,283.7953400333743,198.94953384911327
44,183.19686700007043,6.303732633267527,77.15303270643669,204.12021406187887,143.7109185147466
45,193.7911638390546,7.46641862457396,56.23858475069623,214.8808527268498,147.00237415733892
46,161.9354808024383,7.0846538991293375,73.98942736027816,181.19009623368035,124.37845792767654
47,270.13105309727194,8.025127234220308,65.3002334139419,290.85079868117793,211.92681309592223
48,249.45227295955976,7.493329324976109,101.9964405543993,278.192375516371,179.6248631682348
49,205.173741207724,7.045520346043712,82.93623034647571,227.87927445483584,156.0835134005597
50,271.3237284088839,7.420328331335631,103.7071014216824,299.8000713492572,232.68248888751572
51,227.7240885134245,8.135825433633933,119.85751976887401,254.84005948804761,179.31652252087991
52,246.27861190587433,6.887310116014134,57.360334280762466,264.9062202249358,191.8315329141439
53,280.2306202805262,8.203869634165876,126.71173612227295,308.2732327038019,237.0841176941365
54,175.94775679819085,7.245083374107924,46.01021717804789,190.36220549789238,142.8699901164868
55,191.3197147796422,6.994965199133721,114.38722206252031,213.89616175097296,169.884948772779
56,279.4968976483361,6.603867926886124,81.05902870323074,301.5689222936519,235.00278439542782
57,178.46041414773302,8.054460546230851,101.454144840611,200.5490056519898,150.0808840606128
58,167.8625200202001,8.699956994362147,105.38882112951988,187.7344414694444,133.85012179110134
59,191.45107120047072,7.715274163705783,102.32567348403185,212.50290491404576,162.48189983274466
60,227.1377938391132,6.91352335277283,51.98142219871828,246.11687018583297,162.62017689983432
61,274.4190405594722,6.374539558791462,46.03126601145115,291.5977837405693,196.74821342958143
62,180.32795172123485,8.239290500677209,85.05789391875577,201.13899738051302,147.49138563979164
