Year,Mean,Sd,Min,Max,q05,q25,q50,q75,q95,Horizon
1945.5,-18.936071666367233,0.27496223304946626,-19.6589804877898,-17.88456828443352,-19.338153704526146,-19.121756205268348,-18.948628858963588,-18.776066315741748,-18.431549516550533,oie
1946,-19.142616961476154,0.2860726930778669,-19.925914271126,-18.06284418975135,-19.561646675956553,-19.33191557605385,-19.153764999894243,-18.974108407512094,-18.621574277135206,oie
1946.5,-19.365996601624925,0.2998557432103455,-20.221232674091148,-18.2504943793409,-19.806573524196935,-19.561901559255304,-19.373940178556982,-19.189046351560712,-18.82579077654949,oie
1947,-19.551610375984634,0.3053237116288291,-20.431955985282357,-18.41902029733733,-20.00231369607209,-19.749961110670874,-19.558381466635524,-19.3687075698028,-19.005364568618305,oie
1947.5,-19.680840852559225,0.2993863341686638,-20.5368603645133,-18.559383238598738,-20.123962854087978,-19.877739927894908,-19.688253899143973,-19.502916162420032,-19.14971201863558,oie
1948,-19.81102458780846,0.2946518712986005,-20.639533750127836,-18.705564176631164,-20.247704029358705,-20.004392100382407,-19.820126588215416,-19.63629660755284,-19.280444707011874,oie
1948.5,-19.997856512352516,0.30095369487715345,-20.861314092726513,-18.87817462076957,-20.44680125525532,-20.194928560286595,-20.006877210068385,-19.81925461693679,-19.455542893289323,oie
1949,-20.210415895506014,0.311576288532019,-21.125643486217815,-19.06238120963566,-20.677661723958817,-20.41395032868182,-20.217950829057642,-20.024458432395363,-19.650813661694492,oie
1949.5,-20.39246118611139,0.3153547642144658,-21.321938223804572,-19.23305268452036,-20.863763665557162,-20.599790878016996,-20.39837884489959,-20.205304481972885,-19.825526918614795,oie
1950,-20.538614783339817,0.3124887476151342,-21.447456008070297,-19.379572504269362,-20.999214488129798,-20.741572615094906,-20.545726119694464,-20.352280665943688,-19.97456269829991,oie
1950.5,-20.663719303681205,0.3061180745385725,-21.539792892094624,-19.514567512130654,-21.11791478829204,-20.85994311401418,-20.67185960184803,-20.48246813119942,-20.107911936502948,oie
1951,-20.77360012266848,0.2975524571400249,-21.596081893285767,-19.647332442226052,-21.214332397513164,-20.96854881470478,-20.784102593121855,-20.597057936935503,-20.231790716144037,oie
1951.5,-20.89041323226023,0.2906042564903693,-21.678654740376004,-19.78126482029041,-21.31340353334103,-21.08148211035374,-20.90300942308265,-20.71958112222655,-20.360499233011225,oie
1952,-21.073516485729904,0.29630305013876795,-21.89224534019596,-19.9493945044239,-21.50754116734273,-21.26778546585939,-21.085282330197575,-20.899190555401375,-20.5351796353645,oie
1952.5,-21.36755857265041,0.3226804378625712,-22.322668547285595,-20.179613296299582,-21.847840938224046,-21.575232868743882,-21.375109279717144,-21.174631020119797,-20.792099613040843,oie
1953,-21.746987325280426,0.3624616552994758,-22.90234806202218,-20.462678819022972,-22.294318537399743,-21.97337915494149,-21.751046280260255,-21.526549577333718,-21.11234590094586,oie
1953.5,-22.143596458779406,0.4036293962510365,-23.50682562201245,-20.76043181499132,-22.76943039617246,-22.390690258006742,-22.141718163870895,-21.89740210439456,-21.455823454803724,oie
1954,-22.490868933563192,0.43313661923038493,-23.975046864301074,-21.03040745920626,-23.161835594859756,-22.755390734957054,-22.48556648152511,-22.226351194782694,-21.759661485056974,oie
1954.5,-22.76588588046006,0.44652705899087963,-24.286743522660025,-21.262968945750195,-23.457173466038597,-23.040385682005898,-22.76014851715791,-22.492893726901716,-22.012124972919917,oie
1955,-23.01726340268639,0.4550355873317757,-24.549768790002922,-21.484969140076583,-23.722201842873066,-23.29808611230463,-23.01169247535606,-22.739076899218226,-22.248448239706114,oie
1955.5,-23.257294969898496,0.46074271431799985,-24.78922553952323,-21.700008263009995,-23.96911420489476,-23.543971515486316,-23.25204746617776,-22.976558558847756,-22.477936940914677,oie
1956,-23.378489981883753,0.44295669552626027,-24.79411650164842,-21.848783499935244,-24.057841315439106,-23.656836128580743,-23.376643013099052,-23.11041706284625,-22.621509964601007,oie
1956.5,-23.303897525420293,0.38906046465368477,-24.428719732431105,-21.889424285765124,-23.892860727610593,-23.555946528650978,-23.3111800945206,-23.072393435656842,-22.621217650099535,oie
1957,-23.125024438294968,0.320420674633348,-23.89731940081552,-21.866572153883435,-23.59846386095043,-23.34191963890722,-23.14407241657129,-22.939061479240827,-22.539608703806685,oie
1957.5,-22.860228527262574,0.24251398183965261,-23.272326708207114,-21.789175938991878,-23.193706619670838,-23.034916488589687,-22.89153533942001,-22.728937843820237,-22.39204096399541,oie
1958,-22.24211432622358,0.12394477065901598,-22.36711752999687,-21.507988044120353,-22.35364804714135,-22.33200614497574,-22.285922105638566,-22.190076644666657,-21.959610034046925,oie
1958.5,-20.992561713874508,0.21367973565638348,-21.154122385091068,-19.45646980221316,-21.1355091580163,-21.11540275570578,-21.068150924018813,-20.955962985238525,-20.648413722481514,oie
1959,-19.102052184386896,0.5661916201008249,-19.841684023162443,-15.874292740398532,-19.743986038049353,-19.47862962054117,-19.228437590969538,-18.871818880211304,-18.151049249788958,oie
1959.5,-16.61367616930111,1.0221099810086576,-18.4489202846837,-11.314264919186412,-17.920014483615343,-17.29009576228427,-16.797383254571805,-16.137572670615054,-14.900265317514855,oie
1960,-13.398336890594837,1.590617497112711,-16.611009091409557,-5.567774759413835,-15.533188449282243,-14.443850050341961,-13.652027968101223,-12.61917212028102,-10.739622893283894,oie
1960.5,-9.300247920530735,2.2935244776564403,-14.231838095134064,1.619755492976216,-12.464850359422924,-10.803256997914511,-9.63723588394605,-8.139270984852592,-5.474257900003332,oie
1961,-4.246173745526043,3.134862987284264,-11.2556995830958,10.32161231519746,-8.64947699680194,-6.297199982735425,-4.679198997910083,-2.627447092278384,0.9725826879418807,oie
1961.5,2.1420924623674664,4.180520605650962,-7.459647608786257,21.222770987831872,-3.8023665476939525,-0.5905887387465392,1.5921065841433268,4.331941720793598,9.088936562829053,oie
1962,10.81950066172486,5.604527688119279,-2.2921154354756945,36.10231303745404,2.7844582951756403,7.1615067172159375,10.108073331408619,13.782954948505898,20.117025292708146,oie
1962.5,21.45668999050196,7.312061176685003,4.100834296910882,54.085957165548095,10.901906824822204,16.689073891525243,20.55745598008263,25.35499054471385,33.571548815671804,oie
1963,33.15082588883978,9.103415607841884,11.245072721621119,73.27336806452945,19.917891735724094,27.217247811052445,32.065103511315755,38.04458183306836,48.219033481761045,oie
1963.5,43.67566911753085,10.539599837414933,17.903243407907166,89.31833016482082,28.219187282074678,36.80691634254879,42.46710919224239,49.40752195214215,61.105392177875416,oie
1964,53.88716373686051,11.815714257389896,24.527944099396628,104.12294022763358,36.40470237928531,46.18849570267858,52.5883862312555,60.387070949218355,73.40686253163865,oie
1964.5,63.870835618850805,12.959620887023311,31.158431944817487,117.9527539149956,44.52701088102216,55.43267741918578,62.50948716768367,71.07960430357963,85.2564234825331,oie
1965,73.74876750913594,14.009512960725365,37.84924262375755,131.16333297122605,52.66243084017266,64.63260598861575,72.34400847945754,81.62663595913611,96.83780791991742,oie
1965.5,86.68957963359689,15.596328478042805,46.3584339763925,150.03558794987137,63.10482803151732,76.5490378397573,85.16985328693893,95.50979288760153,112.36385020452637,oie
1966,105.03824188939652,18.13465170443433,58.04929544682058,178.80349005148412,77.6039565257294,93.25741445630254,103.27842844085654,115.29145905667032,134.86880614830594,oie
1966.5,133.87863860615875,22.57815852906332,75.81143271375667,227.08759430930448,99.89699960376356,119.22249510489347,131.62357138104608,146.54618919874866,171.01720532148798,oie
1967,178.00489259469484,29.67674072682621,102.55428422024137,302.7645672068975,133.66310122792473,158.75585070142884,174.92217336396564,194.48362680770316,226.83969368423138,oie
1967.5,213.66923916159,34.629671170590804,125.19995620476965,358.38765166451594,161.78999844513845,191.20884766058222,210.1226637789757,232.96139445981217,270.63591369338855,oie
1968,249.0380647880841,39.16475756786089,148.18001245952894,411.0101787908829,190.09949305757192,223.63948052996085,245.12646893499257,270.98924404195475,313.43131453177676,oie
1968.5,278.0227788588034,42.14376959604714,168.04742832816234,449.2291171016856,214.11845344515936,250.70014805002018,273.9954856243292,301.88124230420283,347.24263133420584,oie
1969,303.79126338266025,44.29481540899026,186.4533060244351,480.0991998785271,236.04841103074608,275.0892834304155,299.7819073896251,329.1505505335574,376.4434215179448,oie
1969.5,325.4579584244465,45.51292469473467,202.82988866153073,502.4220809054716,255.18327569659326,295.9903156239569,321.6027029980757,351.8388096622158,399.97072837175256,oie
1970,345.04497221914517,46.25446856838715,218.23883609689653,520.60459528677,272.93181533599903,315.1317947723413,341.4047047805482,372.1895557780021,420.6077887525685,oie
1970.5,362.09624670296625,46.46551878546213,232.38292153734963,533.9952214452358,288.92662118012873,332.0918884281794,358.73783616708744,389.71034619261536,437.8063180089502,oie
1971,376.360885553123,46.138534760825436,245.06983764888335,542.396917183448,302.94502969853625,346.6253796190675,373.34564602053536,404.13964070378387,451.30523659994583,oie
1971.5,387.78363364172947,45.29778397111658,256.2245926317139,545.9125510398102,314.9065639891551,358.6614414230296,385.1672414896663,415.42880509049354,461.09234292891904,oie
1972,397.7526973112851,44.25054092417797,266.571311440817,547.5146808192342,325.77966659032205,369.38691215439,395.5355786280272,425.1181356778295,469.07081292745215,oie
1972.5,407.00619766703375,43.1571140795024,276.49276976329884,548.7234479295531,336.07890877619724,379.43222666605146,405.17489112457383,434.0264187020771,476.2485667596349,oie
1973,414.5287374013584,41.81761121284333,285.4172697749773,547.4714082047262,345.06342457405304,387.91416333168917,413.0937514254562,441.04222969180245,481.2806205151577,oie
1973.5,420.1061886420443,40.21429253847626,293.1943733582594,543.474779261438,352.55285061587836,394.62877304321944,419.0798738564747,445.932365401136,483.92462996446164,oie
1974,425.058231432691,38.60952077321476,300.5419826646192,539.3301129449887,359.4923695615315,400.7214434487985,424.41566601128875,450.15889267144485,485.94401614309226,oie
1974.5,428.00790735094785,36.74531663826035,306.6775566892357,532.3389967573567,364.8703406867405,404.9858424353834,427.7613196128565,452.2124761020672,485.52646566487704,oie
1975,431.65444584084247,35.15149194142638,313.08005820068365,527.8606099766528,370.62942673500527,409.7686431892615,431.73815997042533,455.06697509450044,486.2738017860327,oie
1975.5,434.2188874391104,33.465608248755714,318.7730170080967,522.1743354995518,375.49698237837356,413.53007005022647,434.62425528434625,456.7618920778504,485.7907346887762,oie
