Iter_number,System_age,oie_age,oa_age,min_age,Transit_time
1,230.53957136025312,2.634771809635473,134.81657011274638,268.72867126672105,216.4213744848553
2,248.2590036763677,3.3307924647608678,84.01208405918494,276.1153271678787,177.35211574941076
3,157.4842844642189,2.2668158859588377,66.04270677664708,178.13664031612424,156.69629716028473
4,188.0399441316774,3.2715799197227367,147.16870786353115,205.40614327955848,171.6253159391146
5,94.62279216211846,1.9811474076819515,92.24626286664667,96.66969098029297,78.12976635028613
6,203.97387968533008,3.2649885419986426,234.46488910251261,156.06776664802686,162.415887327085
7,392.7972414268851,2.1918252596553915,99.80489442108671,419.7151578384817,299.7708759195975
8,599.3286111063231,5.076061276251419,75.88986642302204,632.604629849079,514.0013360966557
9,189.12244916997898,5.987805577806642,190.99402481306188,190.52410092012795,161.48701045666436
10,452.3927508764762,6.1573985569018355,85.30624006397912,491.5299900445291,322.42486233886206
11,58.03224820161465,2.9827406613232674,47.05301229016989,64.02672063807103,49.72250360710899
12,294.38440908445125,3.4903484947465135,114.29489146236962,333.53254340174107,272.747734785061
13,172.7042432721178,2.6032502785776086,181.0728282496653,165.86312656319615,161.34407959227357
14,341.89179522943346,1.388209938991274,99.76434417540041,376.2375755833969,290.29117819956554
15,472.86141153125465,1.9042453371821575,73.29715350089492,504.24008051831356,409.81429699464337
16,203.52042968176661,3.681745172800768,235.5295018567679,97.00212419642179,137.36439190404033
17,292.27090774457594,3.303082366158058,116.31871525460046,329.87101997390636,235.27462436829774
18,182.1077117745278,4.420891256499297,112.01329550722272,203.2995324176439,176.43138929141392
19,215.12153337341542,3.1532822153349334,65.00858774864255,234.3915474270429,178.82700863659943
20,188.1204180208723,3.207062327991766,101.74340822308127,211.77931256273123,166.55198789350942
21,247.52712969732414,5.19485123891424,100.36041388658145,276.2270296641257,248.2414548713159
22,233.31265094091094,2.919103699780108,62.21585408143412,253.1970563108039,183.3086686750138
23,284.46988301705767,3.9633056696987903,123.38264616093421,320.59062135906703,206.5091602757119
24,78.79826563690706,5.013427055727326,82.181877510544,78.08941404692946,74.07988476564066
25,335.6288571681096,5.607267306056463,179.9142985872417,379.45961143794403,292.4763142731682
26,309.73928782776926,2.235635293633449,109.24850731014064,338.42820794251435,266.62072791621375
27,279.2653660827496,3.0910243610107737,43.39097777336286,305.6332024767014,180.6182894834327
28,258.87487380404025,3.160471775127249,87.47215813738994,286.814803572685,190.58499799750192
29,240.4506582182431,3.0152294487373497,174.97516797788523,270.49452026791874,261.46778706201326
30,590.4372202830932,9.38686436437012,70.57659413222312,620.2737050347895,530.4119808967556
