Iter_number,System_age,oie_age,oa_age,min_age,Transit_time
1,157.00108191004077,8.32675906231973,88.79632336498902,178.39305369868535,120.56964316728985
2,366.7173220584734,10.146715474683893,112.04274477754322,419.2666622552395,304.83168399944793
3,160.67169778243374,6.52577060458539,59.19946199578932,187.0359913752813,122.73707487748676
4,322.19494947906736,9.32618507381236,237.4452655821002,353.32300247292034,247.75720382252115
5,220.06736528924583,7.070698623849686,90.10485696039876,249.65430652195536,179.46832398058703
6,130.59708189986742,8.40434546878017,120.75430200947558,139.21629653551244,120.43195068595782
7,278.3431946282849,8.172212191488898,95.67087187610605,309.8516037719712,260.8573718576929
8,425.6368180302716,7.420025464631361,44.99284007056501,446.2956914927723,251.2866712561481
9,277.77149437634154,8.558601857867659,114.96744060373338,310.7452515292182,265.6846332038998
10,401.20862652667824,7.440484727184731,75.53358633937066,428.9186452783116,265.5482601570046
11,304.2476560753402,8.274334897983154,128.83787266986243,333.8032128461772,256.0967390281102
12,79.9396680448569,8.876219852578297,36.116123967642295,95.13470549908507,65.89031595889308
13,339.9977694889013,10.237937664555004,123.24901414217962,375.5147698263308,267.44702794448966
14,337.7339406394939,8.325434495742467,42.369587716893996,364.77466697202686,208.64967233355557
15,312.0625908908568,8.930253124916915,107.73925688294092,352.54399843617773,220.4212931882929
16,275.2680536789417,6.983356114637138,75.76099999237879,311.5130891725045,192.952179999781
17,145.2999737103388,10.461455050113791,97.3716210100151,163.81701145999398,128.89056650236535
18,77.4356275360488,9.439938496050676,93.04593369628894,68.97961920855582,67.3911223962632
19,235.5669215203457,12.312092444958903,59.53916370723896,261.87819116599263,198.83313589637217
20,163.59067013895083,7.651664972346569,67.58691890512193,189.78020880358648,126.52409153809846
21,294.8342168425903,9.574466667648531,46.751846310141,314.7057008976129,236.19129755271078
22,329.6179005907194,9.577644852466081,59.43994175627089,359.25344294580333,208.54933510296337
23,392.34659060048807,5.400627571337271,171.35978925715827,435.913193633167,343.9446218164137
24,309.0383076390404,6.865989411847444,142.9953080218325,354.1458010498426,249.0615493918013
25,220.85858666728893,8.626875764765652,69.02094458376428,239.516394588971,184.91405302615448
26,261.9864945671144,7.244958480915981,89.71170724393275,296.136064982274,188.18985068631093
27,282.06644567616434,11.659729279886669,60.812775258491634,304.10474436344197,206.1469169478409
28,161.08339376789303,7.017871915442201,192.18971621272658,143.7376317808973,126.62688465083895
29,486.8139902849983,8.664346825273677,155.1444487963314,541.8926861986682,376.9636375046798
30,314.9311182009654,6.977477018255895,89.44594214769083,350.31290121351213,211.83758242855163
31,253.22804010222697,6.978054656781706,274.47870414079404,244.85524001439106,197.86015146947693
