Iter_number,System_age,oie_age,oa_age,Transit_time
1,42.083055411483286,0.5844382203082236,42.38742325038572,38.8793618211666
2,53.09062983587042,0.5391671080061292,53.45888460615421,37.528785502170415
3,114.5517771852789,0.3827092988041316,114.82532954916017,77.5511637638227
4,48.1703944791946,0.4714500188822175,48.47234803061832,36.30085565781893
5,42.44622506978132,0.37050686892319723,42.62465067954568,42.49916178622968
6,48.354634510911545,1.3109330435081985,49.08559236934509,41.50092283196717
7,62.49605607096541,0.6634097288721338,62.9438797986215,44.68879057929415
8,56.502501998865704,0.42506558355151747,56.80359342501445,38.55167654199632
9,45.396594126051724,0.43368140395670024,45.79018550476351,24.206766493102418
10,29.397156050171702,0.38600552628135626,29.589664196174144,28.363097562524505
11,65.83906752438097,0.3926079150714088,66.2021127309156,34.47140230960056
12,52.82865717828781,0.6874644164737823,53.27030319971353,39.64531876340362
13,40.49893081122675,0.4091331499847612,40.8689636900726,21.6680784207155
14,27.674578195859123,2.255182866611444,29.397555752915792,17.20766488389147
15,137.4162359931863,0.8019718388712916,138.0345219068256,86.21818653860699
16,25.412059746708092,0.3679490006641901,25.627329182486537,20.91220987976636
17,47.60061617791951,0.35210031519401247,47.771985038798675,47.191847743600874
18,30.98248960220479,0.8918679782329142,31.59752720602955,21.566978805440012
19,31.52369046984703,0.7710655793502668,31.92777606022717,28.796621326946198
20,65.62978023575064,1.0434081088716867,66.22457380499192,55.38371074425804
21,76.6842856889859,0.5399712825948629,76.96707543094513,70.68485966779147
22,65.38186758845723,1.8042332442666738,66.34522999362393,58.547807868952006
23,66.21964247005774,0.4131137670449875,66.44273923813508,59.222564187489574
24,82.97868536217487,0.39863408020482854,83.31827251192269,47.14683688071907
25,52.75668859971939,0.3398793767709479,53.00268302446422,35.2432141908825
26,61.26598209314956,0.42372124218338203,61.483518854735195,57.60695534413215
27,60.047605204104165,0.348542236099605,60.238107345586805,53.073618050815945
28,79.52995441944464,0.5487331065535567,79.85941916455558,63.981719116319304
29,57.608210028466296,0.3835878183443157,57.859458121420616,42.50299882155256
30,20.93060130733361,1.1094116366905855,21.66286956412602,15.082710359927539
31,43.588654596530134,0.6807456733401855,43.948021383092374,39.698901416193934
32,56.64465411292791,1.5450036051199685,57.571092124168686,45.25592216553946
33,31.467884491816083,0.4054426074246715,31.725346484980577,23.889588210946954
34,59.86445960169405,0.34472889167809245,60.1614097623987,33.63476623836931
35,80.42194016849109,0.3748147955180899,80.60506653370804,79.53824234937511
36,25.962355285326925,0.49761582342378335,26.202528048360545,25.79636639796598
37,58.68083275900609,0.5163225492368749,59.022722605143414,42.79669682140691
38,27.794064149490406,0.5079085877977972,28.13808782686089,19.758451649712896
39,45.857558673895504,0.9387952280712845,46.50242857687278,32.12839996955076
40,48.8314573552542,1.7127396120192175,50.27533588172491,27.901950623136553
41,74.19954031921785,0.7424532546365198,74.681046008407435,55.22183795536721
42,21.342320190703408,0.36560090243876825,21.598154800407627,14.696779631668067
43,54.492934889989236,0.9791116150911798,55.18494709111802,37.14808902104401
44,31.280701297879336,0.45361164792756165,31.53895440657145,26.4463830829961
45,53.88122601871688,0.502740039940989,54.14021070006415,50.43240424834106
46,36.29870583033767,0.3998618707927498,36.65952060901929,19.463519408359097
47,36.47161807036962,0.8352424791504582,37.03145626880562,26.156833928311894
48,266.1235936844761,0.693954046155437,266.5343287663877,217.55137788092208
49,78.75495735903063,0.49469597606079896,79.19075751339452,43.26891251703471
50,117.59946469632874,0.5364061800308404,117.92538210749973,93.58053181260524
51,32.64287286909009,0.5454985501399923,32.959384020158225,27.05874579858101
52,71.31273250727105,0.37460462434415337,71.55045284861127,54.32646226218646
53,49.335743522060284,0.6167403811160095,49.77889567210683,33.139993778969355
54,30.79933883274605,0.43202364310873226,31.034092844099845,27.278298025818643
55,27.623303820242857,0.40159450477926173,27.816199728294713,27.645135761929147
56,32.0675293744676,0.6571880803682685,32.61781227674877,18.488040995254327
57,18.210834183979692,0.44715356035383924,18.48779348349835,14.107974419437625
58,21.283163422568116,0.8898301788524464,22.02527966040449,12.27491996392521
59,41.08046002964468,0.36784295984811205,41.37291021018767,24.981589478658453
60,61.67969397002952,0.9647787414825598,62.31432677094566,45.17400153940616
61,28.634110426282724,0.3499594587587505,28.852980760147815,22.074644454351926
62,58.25996016415622,0.3440273372763035,58.46010584026473,48.385477109361126
63,48.152587377501,0.5580436091486249,48.640138270807185,26.65652576146904
64,25.380138731107134,0.3959506935598103,25.626104280516834,19.672461476727072
65,34.31950813600102,1.9173656166628525,35.23972507374997,33.62965727887028
66,34.9928164628387,0.6910836407590398,35.41300586280403,27.660578847323464
67,53.49317092867109,0.9350277533624886,54.12343737446993,38.219878658620694
68,49.20540629523231,0.5148075491221633,49.47992467325092,44.476670053863636
69,91.91759361702844,0.3688677303754919,92.21911789656626,54.4252838537793
70,52.02173483415762,0.6744587326881001,52.36447703030398,49.26817519035677
71,43.81424584468791,0.33447922641789096,44.05884497884154,28.960745516261547
72,58.16311013679651,0.5994646251527046,58.64617115613926,34.89081664241512
73,38.11786258673153,0.3611465906155566,38.29727276611867,36.98804728098692
74,46.672870119120375,0.6260861989195404,47.004240657145616,42.442961969404635
75,13.430190314514853,0.5220419043224802,13.731144458276127,11.098143449590012
76,18.774400657607735,15.922912766914386,20.68600956077868,19.216967808543856
77,60.26476827391086,0.5895620267111046,60.551244393596704,59.770497579088385
78,38.607206120052524,0.6734203673826769,39.19760416338229,21.283682328027627
79,35.470029131728054,0.48750894717297477,35.79356341455066,25.768162754547358
80,145.59207079592673,0.7314957610027234,145.95560873269406,141.53791454472594
81,38.828123282890814,0.7924513263778807,39.49554553648252,22.258176650999925
82,50.74938298436658,1.229320123423885,51.71135719327937,31.24715041201052
83,30.174220683380806,0.3979022176213175,30.36983010395399,29.530666984867384
84,29.918068901683796,1.1913135454311097,30.808272311001378,19.1977031262569
85,39.15325239850609,0.4317080640793754,39.44918896770295,27.569109419135533
86,38.37396573886816,0.3697925562318312,38.65553766505638,24.35442613837957
87,41.32032950102185,0.600514653498856,41.65258208169159,35.938691785384464
88,55.05431717505542,1.9817121740377226,56.25369387796282,43.43428059232552
89,38.58557978046619,0.3377601976393338,38.78636450679972,31.327833409571724
90,33.474688262129476,0.6046276307773484,33.84989546292814,25.948881677134988
91,68.75376816082282,0.7712820389707261,69.19459983933434,57.98511668196685
