ID,ProjectName,Watershed,Season,Elevation,Year,Month,Plot,Horizon,Weight_g,Dried,DriedMethod,RootPicked,RootSize_mm,Archived_g,Weight_g_14C,Label_14C,Measured_%_C,Measured_%_N,F14C,al_pyr_mg_g,fe_pyr_mg_g,al_ox_mg_g,fe_ox_mg_g,Plot_1_Horizons,Plot_1_HorizonLength,Plot_2_Horizon,Plot_2_HorizonLength,Plot_3_Horizon,Plot_3_HorizonLength,Plot_4_Horizon,Plot_4_HorizonLength,Plot_5_Horizon,Plot_5_HorizonLength,Plot_6_Horizon,Plot_6_HorizonLength,Notes,Delta14C,mean_BD_g_cm3,sd_BD_g_cm3,median_BD_g_cm3,mad_BD_g_cm3
HBB_145,HubbardBearBrook,W6,Summer,Low,2002,NA,all fine roots,Mineral_0_10,NA,Yes,DegreeC60_48h,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6348665628178243,0.2228321503308246,0.6051728130863039,0.16851290483339315
HBB_146,HubbardBearBrook,W6,Summer,Low,2004,NA,all fine roots,Oi/Oe,NA,Yes,DegreeC60_48h,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0984582002484677,0.0532811495479952,0.08729411764705883,0.03012466623093683
HBB_147,HubbardBearBrook,W6,Summer,Low,2004,NA,all fine roots,Oa/A,NA,Yes,DegreeC60_48h,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2496906574420651,0.17418773194120374,0.21713747645951037,0.1070650687527162
HBB_148,HubbardBearBrook,W6,Summer,Low,2004,NA,all fine roots,Mineral_0_10,NA,Yes,DegreeC60_48h,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6348665628178243,0.2228321503308246,0.6051728130863039,0.16851290483339315
HBB_149,HubbardBearBrook,W6,Summer,Low,2006,NA,all fine roots,Oi/Oe,NA,Yes,DegreeC60_48h,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0984582002484677,0.0532811495479952,0.08729411764705883,0.03012466623093683
HBB_150,HubbardBearBrook,W6,Summer,Low,2006,NA,all fine roots,Oa/A,NA,Yes,DegreeC60_48h,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2496906574420651,0.17418773194120374,0.21713747645951037,0.1070650687527162
HBB_151,HubbardBearBrook,W6,Summer,Low,2006,NA,all fine roots,Mineral_0_10,NA,Yes,DegreeC60_48h,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6348665628178243,0.2228321503308246,0.6051728130863039,0.16851290483339315
HBB_152,HubbardBearBrook,W6,Summer,Low,2010,NA,all fine roots,Oi/Oe,NA,Yes,DegreeC60_48h,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0984582002484677,0.0532811495479952,0.08729411764705883,0.03012466623093683
HBB_153,HubbardBearBrook,W6,Summer,Low,2010,NA,all fine roots,Oa/A,NA,Yes,DegreeC60_48h,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2496906574420651,0.17418773194120374,0.21713747645951037,0.1070650687527162
HBB_154,HubbardBearBrook,W6,Summer,Low,2010,NA,all fine roots,Mineral_0_10,NA,Yes,DegreeC60_48h,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6348665628178243,0.2228321503308246,0.6051728130863039,0.16851290483339315
HBB_155,HubbardBearBrook,W6,Summer,Low,2018,NA,all fine roots,Oi/Oe,NA,Yes,DegreeC60_48h,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0984582002484677,0.0532811495479952,0.08729411764705883,0.03012466623093683
HBB_156,HubbardBearBrook,W6,Summer,Low,2018,NA,all fine roots,Oa/A,NA,Yes,DegreeC60_48h,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2496906574420651,0.17418773194120374,0.21713747645951037,0.1070650687527162
HBB_157,HubbardBearBrook,W6,Summer,Low,2018,NA,all fine roots,Mineral_0_10,NA,Yes,DegreeC60_48h,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6348665628178243,0.2228321503308246,0.6051728130863039,0.16851290483339315
HBB_158,HubbardBearBrook,W6,Summer,Low,2021,NA,all fine roots,Oi/Oe,NA,Yes,DegreeC60_48h,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0984582002484677,0.0532811495479952,0.08729411764705883,0.03012466623093683
HBB_159,HubbardBearBrook,W6,Summer,Low,2021,NA,all fine roots,Oa/A,NA,Yes,DegreeC60_48h,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2496906574420651,0.17418773194120374,0.21713747645951037,0.1070650687527162
HBB_160,HubbardBearBrook,W6,Summer,Low,2021,NA,all fine roots,Mineral_0_10,NA,Yes,DegreeC60_48h,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6348665628178243,0.2228321503308246,0.6051728130863039,0.16851290483339315
HBB_161,HubbardBearBrook,W6,Summer,Low,2023,NA,all fine roots,Oi/Oe,NA,Yes,DegreeC60_48h,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0984582002484677,0.0532811495479952,0.08729411764705883,0.03012466623093683
HBB_162,HubbardBearBrook,W6,Summer,Low,2023,NA,all fine roots,Oa/A,NA,Yes,DegreeC60_48h,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2496906574420651,0.17418773194120374,0.21713747645951037,0.1070650687527162
HBB_163,HubbardBearBrook,W6,Summer,Low,2023,NA,all fine roots,Mineral_0_10,NA,Yes,DegreeC60_48h,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6348665628178243,0.2228321503308246,0.6051728130863039,0.16851290483339315
HBB_012,HubbardBearBrook,W6,Summer,Low,2010,6,LT168,Mineral_0_10,92.54,Yes,DegreeC60_48h,Yes,<2,53.29,0.4801,#012,4.683333333333334,0.24,1.0229,3.773,8.766,5.507,13.797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Run duplicates (HBB_012_a & HBB_012_b) grinded with clean sand only; HBB_012 grinded with playground sand only,15.502466086375621,0.6348665628178243,0.2228321503308246,0.6051728130863039,0.16851290483339315
HBB_040,HubbardBearBrook,W6,Summer,Low,2021,7,LT163,Mineral_0_10,138.7,Yes,DegreeC60_48h,Yes,<2,106.12,0.46065,#040,5.92,0.28,0.99475,2.884,7.141,3.972,10.419,E,2,E,3,E/B,5,E,4,E/B,8,NA,NA,Run duplicates (HBB_040_a & HBB_040_b) grinded with clean sand only; HBB_040 grinded with playground sand only,-13.757192550089448,0.6348665628178243,0.2228321503308246,0.6051728130863039,0.16851290483339315
HBB_056,HubbardBearBrook,W6,Summer,Low,2023,7,LT168,Mineral_0_10,203.94,Yes,DegreeC60_48h,Yes,<2,146.37,0.46865,#056,3.1866666666666665,0.17333333333333334,1.02145,1.499,2.928,3.229,8.007,NA,10,NA,0,E,9.5,NA,0,E,3.5,NA,NA,Run duplicates (HBB_056_a & HBB_056_b) grinded with clean sand only; HBB_056 grinded with playground sand only,12.469480118621368,0.6348665628178243,0.2228321503308246,0.6051728130863039,0.16851290483339315
HBB_078,HubbardBearBrook,W6,Summer,Low,1998,7,LT172,Mineral_0_10,97,Yes,DegreeC60_48h,Yes,<2,71.13,0.48375,#078,3.6433333333333335,0.2,0.98125,2.672,8.557,5.485,15.882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Run duplicates (HBB_078_a & HBB_078_b) grinded with clean sand only; HBB_078 grinded with playground sand only,-24.43117699019748,0.6348665628178243,0.2228321503308246,0.6051728130863039,0.16851290483339315
