Year,Horizon,Delta14C,SOC_g_m2,DataSource,Elevation
2002,Oi/Oe,161.96767446303005,1296.8271723438804,Dataset1,Low
2002,Oa/A,63.588473426649415,1600.8291201316088,Dataset1,Low
2002,Mineral,-20.6797715014827,3093.639196209861,Dataset1,Low
2002,Oi/Oe,154.21658589652742,1568.8837163732771,Dataset1,Low
2002,Oa/A,26.422997479572217,2915.2105137452745,Dataset1,Low
2002,Mineral,-8.556274000029784,3021.3579065787894,Dataset1,Low
2004,Oi/Oe,132.67670584833314,1755.6034892191904,Dataset1,Low
2004,Oa/A,73.96151129028006,1850.5928053788612,Dataset1,Low
2004,Mineral,10.27887218416823,1729.9321985036454,Dataset1,Low
2004,Oi/Oe,134.56433477659547,1519.6509637674212,Dataset1,Low
2004,Oa/A,114.4958588024385,1070.0812889811973,Dataset1,Low
2004,Mineral,-22.605610723980043,3016.5391539367183,Dataset1,Low
2004,Oi/Oe,155.9243463332478,1483.1822581334538,Dataset1,Low
2004,Oa/A,50.316475241520834,993.5911603742261,Dataset1,Low
2004,Mineral,-22.70495961494123,1970.869830607217,Dataset1,Low
2004,Oi/Oe,170.72733108646253,1661.8789157398937,Dataset1,Low
2004,Oa/A,28.161672557179383,2026.988408084733,Dataset1,Low
2004,Mineral,-74.76377847859584,2072.063636090717,Dataset1,Low
2004,Oi/Oe,152.54648404056792,1650.5736169933637,Dataset1,Low
2004,Oa/A,24.58511248257733,2567.882888948314,Dataset1,Low
2004,Mineral,-15.452490574775602,2949.076616947719,Dataset1,Low
2006,Oi/Oe,141.54058607465348,1673.5489015427636,Dataset1,Low
2006,Oa/A,123.46346202822622,2499.9783870217175,Dataset1,Low
2006,Mineral,14.106794033081904,2390.101310467432,Dataset1,Low
2006,Oi/Oe,44.59952525425304,1502.1459850631165,Dataset1,Low
2006,Oa/A,68.33816617236322,2983.8955271882687,Dataset1,Low
2006,Oi/Oe,120.28506659149186,1328.1902591890923,Dataset1,Low
2006,Mineral,-47.17664298145385,3170.7392384830046,Dataset1,Low
2006,Oa/A,98.9302222509325,863.2457371358163,Dataset1,Low
2006,Mineral,11.921647170326954,1734.750951145717,Dataset1,Low
2006,Oi/Oe,114.12692543281877,1059.4158986667526,Dataset1,Low
2006,Oa/A,9.637175450174285,1873.2276393543934,Dataset1,Low
2006,Mineral,-41.415801252372766,4703.102578661721,Dataset1,Low
2006,Mineral,-57.00980386385102,1927.501056828574,Dataset1,Low
2010,Mineral,15.50246608637562,2256.7824873701225,Dataset1,Low
2021,Mineral,-13.757192550089448,2852.7015641062894,Dataset1,Low
2023,Mineral,12.469480118621368,1535.575841940097,Dataset1,Low
1998,Mineral,-24.43117699019748,1755.632212594693,Dataset1,Low
1978,Oa/A,107.30607211570309,1838.6,Dataset2,Mid
1978,Oi/Oe,305.5883451990318,1200.6,Dataset2,Mid
1978,Oa/A,123.9747388376804,1136.8,Dataset2,Low
1978,Oi/Oe,359.05054499966417,806.1999999999999,Dataset2,Low
1978,Oa/A,56.42767585843767,3909.2,Dataset2,High
1978,Oi/Oe,360.1498482292205,2250.3999999999996,Dataset2,High
1987,Oa/A,100.34117030490863,2134.3999999999996,Dataset2,Mid
1987,Oi/Oe,175.41293852771565,1078.8,Dataset2,Mid
1987,Oa/A,227.04543981287583,1264.3999999999999,Dataset2,Low
1987,Oi/Oe,80.86950430008754,794.5999999999999,Dataset2,Low
1987,Oa/A,102.78922071518082,1061.3999999999999,Dataset2,High
1987,Oi/Oe,340.53566953629735,1942.9999999999998,Dataset2,High
1992,Oa/A,26.966382699661562,4866.2,Dataset2,Mid
1992,Oi/Oe,181.26091681352173,1090.3999999999999,Dataset2,Mid
1992,Oa/A,120.82463139038246,533.5999999999999,Dataset2,Low
1992,Oi/Oe,201.13315580275938,817.8,Dataset2,Low
1992,Oi/Oe,299.45775374765793,2279.3999999999996,Dataset2,High
1992,Oa/A,75.07619610066118,2963.7999999999997,Dataset2,High
2013,Oa/A,119.78977084208253,858.4,Dataset2,Mid
2013,Oi/Oe,114.69387398281472,2552,Dataset2,Mid
2013,Oa/A,229.89713307447636,2424.3999999999996,Dataset2,Low
2013,Oi/Oe,83.24636569046761,3190,Dataset2,Low
2013,Oa/A,129.42702087744397,1606.6,Dataset2,High
2013,Oi/Oe,114.34014504595469,3636.6,Dataset2,High
2018,Oi/Oe,122.93155049701055,3369.7999999999997,Dataset2,High
2018,Oa/A,191.3435113991073,4355.799999999999,Dataset2,High
2018,Oi/Oe,57.24181666381223,1026.6,Dataset2,Mid
2018,Oa/A,0.16637984003908812,452.4,Dataset2,Mid
2018,Oi/Oe,24.962676482471746,1647.1999999999998,Dataset2,Low
2018,Oa/A,30.01511755251829,4843,Dataset2,Low
1969,Oi/Oe,170.0425684868736,1235.4,Dataset2,High
1969,Oi/Oe,374.7444897445953,986,Dataset2,Mid
1969,Oi/Oe,506.9608090711455,2383.8,Dataset2,Mid
1969,Oa/A,11.03085236599366,777.2,Dataset2,High
1969,Oa/A,70.38955777480416,904.8,Dataset2,Mid
1969,Oa/A,46.08502241557244,1508,Dataset2,Low
