ID,ProjectName,Watershed,Season,Elevation,Year,Month,Plot,Horizon,DryWeight_g,Dried,DriedMethod,RootPicked,RootSize_mm,Archived_g,Weight_g_14C,Label_14C,Measured_%_C,Measured_%_N,F14C,al_pyr_mg_g,fe_pyr_mg_g,al_ox_mg_g,fe_ox_mg_g,al_dith_mg_g,fe_dith_mg_g,Plot_1_Horizons,Plot_1_HorizonLength,Plot_2_Horizon,Plot_2_HorizonLength,Plot_3_Horizon,Plot_3_HorizonLength,Plot_4_Horizon,Plot_4_HorizonLength,Plot_5_Horizon,Plot_5_HorizonLength,Plot_6_Horizon,Plot_6_HorizonLength,Notes,Delta14C,mean_BD_g_cm3,sd_BD_g_cm3,median_BD_g_cm3,mad_BD_g_cm3
HBB_066,HubbardBearBrook,W6,Summer,Low,2023,7,LT172,Mineral_0_10,53.42,Yes,DegreeC60_48h,Yes,<2,37.28,0.4729,#066,3.34,0.19,0.9865,2.262,5.166,3.581,8.556,2.51,6.71,NA,0,NA,0,B,6,B,5,NA,NA,NA,NA,NA,-22.17324182581626,0.6348665628178243,0.2228321503308246,0.6051728130863039,0.16851290483339315
HBB_067,HubbardBearBrook,W6,Summer,Low,2023,7,LT172,Oi/Oe,13.56,Yes,DegreeC60_48h,Yes,all,7.85,0.4556,#067,42.64,2,1.1052,NA,NA,NA,NA,NA,NA,Oi/Oe,5,Oi/Oe,5,Oi/Oe,2,Oi/Oe,4,NA,NA,NA,NA,NA,95.4831557365512,0.0984582002484677,0.0532811495479952,0.08729411764705883,0.03012466623093683
HBB_068,HubbardBearBrook,W6,Summer,Low,2023,7,LT162,Oi/Oe,22.76,Yes,DegreeC60_48h,Yes,all,16.89,0.5115,#068,26.42,1.24,1.0676,NA,NA,NA,NA,NA,NA,Oi/Oe,4,Oi/Oe,0.5,Oi/Oe,8,Oi/Oe,1,Oi/Oe,2,NA,NA,NA,58.21373241435235,0.0984582002484677,0.0532811495479952,0.08729411764705883,0.03012466623093683
HBB_069,HubbardBearBrook,W6,Summer,Low,2023,7,LT162,Oa/A,55.39,Yes,DegreeC60_48h,Yes,all,47.06,0.4649,#069,21.33,1.06,1.0557,2.189,3.059,2.448,4.506,2.15,4.06,Oa,6,A,6,Oa,4,A,1.5,A,5,NA,NA,NA,46.418356416103144,0.2496906574420651,0.17418773194120374,0.21713747645951037,0.1070650687527162
HBB_070,HubbardBearBrook,W6,Summer,Low,1998,7,LT172,Oi/Oe,12.6,Yes,DegreeC60_48h,Yes,all,2.94,0.4925,#070,45.35,2.8,1.2235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,grinded sample before containers were cleaned with count-free and sand,216.4162598241972,0.0984582002484677,0.0532811495479952,0.08729411764705883,0.03012466623093683
HBB_071,HubbardBearBrook,W6,Summer,Low,1998,7,LT168,Oa/A,26.6,Yes,DegreeC60_48h,Yes,all,13.71,0.5363,#071,29.47,1.7,1.0904,6.385,5.99,6.417,6.633,5.92,6.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.08687348778466,0.2496906574420651,0.17418773194120374,0.21713747645951037,0.1070650687527162
HBB_072,HubbardBearBrook,W6,Summer,Low,1998,7,LT163,Oa/A,30.8,Yes,DegreeC60_48h,Yes,all,16.99,0.4743,#129,35.15,1.36,1.0529,1.077,1.037,1.143,1.891,1.07,2.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.80398853199597,0.2496906574420651,0.17418773194120374,0.21713747645951037,0.1070650687527162
HBB_073,HubbardBearBrook,W6,Summer,Low,1998,7,LT162,Oa/A,48.5,Yes,DegreeC60_48h,Yes,all,34.83,0.5414,#109,13.01,0.7,1.077,2.406,3.539,2.522,5.374,2.22,4.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.76445593024938,0.2496906574420651,0.17418773194120374,0.21713747645951037,0.1070650687527162
HBB_074,HubbardBearBrook,W6,Summer,Low,1998,7,LT172,Oa/A,36.7,Yes,DegreeC60_48h,Yes,all,22.71,0.4547,#128,26.98,1.51,1.0422,1.657,2.386,1.73,3.316,1.56,3.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,For pyro: samples could also be HBB_077; based on values more likely to be HBB_074,36.1659386912776,0.2496906574420651,0.17418773194120374,0.21713747645951037,0.1070650687527162
HBB_075,HubbardBearBrook,W6,Summer,Low,1998,7,LT174,Oa/A,33,Yes,DegreeC60_48h,Yes,all,19.69,0.5432,#075,22.24,1.06,1.0405,1.1,1.551,NA,NA,1.09,2.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not sure if truly ""low"" location",34.475781239948546,0.2496906574420651,0.17418773194120374,0.21713747645951037,0.1070650687527162
HBB_076,HubbardBearBrook,W6,Summer,Low,1998,7,LT168,Mineral_0_10,66.9,Yes,DegreeC60_48h,Yes,<2,53.64,0.5188,#076,2.67,0.14,0.9802,1.801,5.917,2.772,13.747,2.02,10.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-25.47509776895962,0.6348665628178243,0.2228321503308246,0.6051728130863039,0.16851290483339315
HBB_077,HubbardBearBrook,W6,Summer,Low,1998,7,LT174,Mineral_0_10,39.4,Yes,DegreeC60_48h,Yes,<2,26.63,0.4995,#077,5.14,0.26,0.9939,2.666,12.186,3.496,15.522,2.7,13.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,For pyro: samples could also be HBB_074; based on values more likely to be HBB_077,-11.854417131778039,0.6348665628178243,0.2228321503308246,0.6051728130863039,0.16851290483339315
HBB_079,HubbardBearBrook,W6,Summer,Low,1998,7,LT162,Mineral_0_10,61.1,Yes,DegreeC60_48h,Yes,<2,48.05,0.4709,#079,5.68,0.26,0.9447,14.307,8.586,17.03,12.145,14.06,10.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-60.76956219377283,0.6348665628178243,0.2228321503308246,0.6051728130863039,0.16851290483339315
HBB_080,HubbardBearBrook,W6,Summer,Low,1998,7,LT163,Mineral_0_10,85.3,Yes,DegreeC60_48h,Yes,<2,70.81,0.4716,#080,2.56,0.11,0.9989,0.659,0.869,1.267,3.562,0.85,2.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.88336580433957,0.6348665628178243,0.2228321503308246,0.6051728130863039,0.16851290483339315
HBB_081,HubbardBearBrook,W6,Summer,Low,2000,7,LT172,Oi/Oe,15,Yes,DegreeC60_48h,Yes,all,3.94,0.4694,#081,42.63,2.33,1.1769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,169.80300507347357,0.0984582002484677,0.0532811495479952,0.08729411764705883,0.03012466623093683
HBB_082,HubbardBearBrook,W6,Summer,Low,2000,7,LT172,Oa/A,17,Yes,DegreeC60_48h,Yes,all,4.46,0.47,#103,30.93,1.89,1.1139,4.941,4.949,5.2,5.715,4.65,5.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107.18291048631335,0.2496906574420651,0.17418773194120374,0.21713747645951037,0.1070650687527162
HBB_083,HubbardBearBrook,W6,Summer,Low,2000,7,LT172,Mineral_0_10,51,Yes,DegreeC60_48h,Yes,<2,31.08,0.4513,#083,1.6,0.08,0.8601,1.881,1.417,3.331,5.589,2.13,3.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-145.0866134219606,0.6348665628178243,0.2228321503308246,0.6051728130863039,0.16851290483339315
HBB_084,HubbardBearBrook,W6,Summer,Low,2000,7,LT174,Oi/Oe,9.4,Yes,DegreeC60_48h,Yes,all,0,0.4553,#084,38.8,1.88,1.1834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,grinded sample before containers were cleaned with count-free and sand,176.26380848325996,0.0984582002484677,0.0532811495479952,0.08729411764705883,0.03012466623093683
HBB_085,HubbardBearBrook,W6,Summer,Low,2000,7,LT174,Oa/A,18.5,Yes,DegreeC60_48h,Yes,all,5.78,0.513,#115,18.95,1.02,1.0828,7.155,4.23,7.652,5.178,6.8,5.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.27045109487396,0.2496906574420651,0.17418773194120374,0.21713747645951037,0.1070650687527162
HBB_086,HubbardBearBrook,W6,Summer,Low,2000,7,LT174,Mineral_0_10,43.3,Yes,DegreeC60_48h,Yes,<2,26.18,0.5396,#086,5.17,0.28,0.9622,4.102,6.831,5.069,9.18,4.14,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.602301400546885,0.6348665628178243,0.2228321503308246,0.6051728130863039,0.16851290483339315
HBB_087,HubbardBearBrook,W6,Summer,Low,2000,7,LT162,Oi/Oe,13.6,Yes,DegreeC60_48h,Yes,all,3.02,0.47,#087,40.77,1.79,1.2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,194.6522489572673,0.0984582002484677,0.0532811495479952,0.08729411764705883,0.03012466623093683
HBB_088,HubbardBearBrook,W6,Summer,Low,2000,7,LT162,Oa/A,26.6,Yes,DegreeC60_48h,Yes,all,10.76,0.4715,#088,8.37,0.48,1.1158,1.98,3.49,2.516,7.806,2.09,5.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109.07145302148157,0.2496906574420651,0.17418773194120374,0.21713747645951037,0.1070650687527162
HBB_089,HubbardBearBrook,W6,Summer,Low,2000,7,LT162,Mineral_0_10,27.9,Yes,DegreeC60_48h,Yes,<2,10.94,0.4633,#089,5.85,0.29,1.0215,6.721,5.385,7.179,7.725,5.9,6.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.340105091811829,0.6348665628178243,0.2228321503308246,0.6051728130863039,0.16851290483339315
HBB_090,HubbardBearBrook,W6,Summer,Low,2000,7,LT163,Oi/Oe,19.4,Yes,DegreeC60_48h,Yes,all,7.58,0.47,#090,43.02,1.84,1.1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,191.37214876460672,0.0984582002484677,0.0532811495479952,0.08729411764705883,0.03012466623093683
HBB_091,HubbardBearBrook,W6,Summer,Low,2000,7,LT163,Oa/A,21.4,Yes,DegreeC60_48h,Yes,all,8,0.5558,#091,25.24,1.19,1.1376,0.974,1.529,1.149,3.163,1,2.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130.7399936881497,0.2496906574420651,0.17418773194120374,0.21713747645951037,0.1070650687527162
HBB_092,HubbardBearBrook,W6,Summer,Low,2000,7,LT163,Mineral_0_10,31.3,Yes,DegreeC60_48h,Yes,<2,15.9,0.5198,#092,6.31,0.29,1.0064,1.616,2.997,2.266,6.699,1.8,5.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3311617860002336,0.6348665628178243,0.2228321503308246,0.6051728130863039,0.16851290483339315
HBB_093,HubbardBearBrook,W6,Summer,Low,2000,7,LT168,Oi/Oe,12.2,Yes,DegreeC60_48h,Yes,all,2.7,0.4828,#093,37.62,1.83,1.1942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,186.99868184105873,0.0984582002484677,0.0532811495479952,0.08729411764705883,0.03012466623093683
HBB_094,HubbardBearBrook,W6,Summer,Low,2000,7,LT168,Mineral_0_10,44.2,Yes,DegreeC60_48h,Yes,<2,24.67,0.4576,#094,3.31,0.15,0.9633,1.008,2.27,1.748,5.446,1.18,3.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-42.50893466965999,0.6348665628178243,0.2228321503308246,0.6051728130863039,0.16851290483339315
HBB_095,HubbardBearBrook,W6,Summer,Low,2002,7,LT168,Oi/Oe,11.1,Yes,DegreeC60_48h,Yes,all,0,0.471,#095,42.69,1.74,1.1062,NA,NA,NA,NA,NA,NA,Oi/Oe,6,Oi/Oe,3.5,Oi/Oe,5,NA,NA,NA,NA,NA,NA,"Grinded sample before containers were cleaned with count-free and sand; container opend during grinding, only transferred material that was inside the grinding container; used 'non-clean room' grinding balls",99.26335541862996,0.0984582002484677,0.0532811495479952,0.08729411764705883,0.03012466623093683
HBB_096,HubbardBearBrook,W6,Summer,Low,2002,7,LT168,Mineral_0_10,54.7,Yes,DegreeC60_48h,Yes,<2,34.39,0.5734,#096,3.64,0.21,0.9929,1.216,4.479,1.969,7.874,1.34,5.59,E,5,E,7,B,12,NA,NA,NA,NA,NA,NA,Oa/A: 4 / 2.5 / 1,-13.32617465633923,0.6348665628178243,0.2228321503308246,0.6051728130863039,0.16851290483339315
HBB_097,HubbardBearBrook,W6,Summer,Low,2002,7,LT172,Oi/Oe,14.7,Yes,DegreeC60_48h,Yes,all,3.84,0.4538,#097,31.87,1.69,1.1603,NA,NA,NA,NA,NA,NA,Oi/Oe,6.5,Oi/Oe,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,153.02411073245014,0.0984582002484677,0.0532811495479952,0.08729411764705883,0.03012466623093683
HBB_098,HubbardBearBrook,W6,Summer,Low,2002,7,LT172,Oa/A,21.1,Yes,DegreeC60_48h,Yes,all,7.51,0.5428,#098,13.88,0.82,1.0798,1.875,3.16,2.41,5.033,1.85,4.22,Oa,6.5,Oa,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.02890180892851,0.2496906574420651,0.17418773194120374,0.21713747645951037,0.1070650687527162
HBB_099,HubbardBearBrook,W6,Summer,Low,2002,7,LT172,Mineral_0_10,40.4,Yes,DegreeC60_48h,Yes,<2,23.13,0.4633,#099,4.32,0.23,0.9987,3.691,10.221,4.801,14.103,3.69,11.52,B,2,E/B,13.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7.562544696631979,0.6348665628178243,0.2228321503308246,0.6051728130863039,0.16851290483339315
HBB_100,HubbardBearBrook,W6,Summer,Low,2002,7,LT163,Oi/Oe,10.7,Yes,DegreeC60_48h,Yes,all,0,0.477,#074,40.73,1.82,1.1979,NA,NA,NA,NA,NA,NA,Oi/Oe,4.5,Oi/Oe,4.5,NA,NA,NA,NA,NA,NA,NA,NA,put woody material from HBB_115 in HBB_100 root vial; weight errounous; grinded sample before containers were cleaned with count-free and sand; used 'non-clean room' grinding balls,190.3883325402067,0.0984582002484677,0.0532811495479952,0.08729411764705883,0.03012466623093683
HBB_101,HubbardBearBrook,W6,Summer,Low,2002,7,LT163,Oa/A,18.1,Yes,DegreeC60_48h,Yes,all,5.2,0.5092,#101,33.8,1.36,1.0129,1.474,1.237,1.514,2.258,1.43,2.44,Oa,6.5,Oa,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.548411411616328,0.2496906574420651,0.17418773194120374,0.21713747645951037,0.1070650687527162
HBB_102,HubbardBearBrook,W6,Summer,Low,2002,7,LT163,Mineral_0_10,14.9,Yes,DegreeC60_48h,Yes,<2,2.67,0.4588,#102,4.14,0.16,0.9759,0.51,0.42,1.166,4.491,0.74,3.73,E,5,E,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,-30.219572814101593,0.6348665628178243,0.2228321503308246,0.6051728130863039,0.16851290483339315
HBB_103,HubbardBearBrook,W6,Summer,Low,2002,7,LT162,Oi/Oe,13.8,Yes,DegreeC60_48h,Yes,all,3.21,0.4725,#036,35.56,1.73,1.1693,NA,NA,NA,NA,NA,NA,Oi/Oe,3,Oi/Oe,3,NA,NA,NA,NA,NA,NA,NA,NA,grinded sample before containers were cleaned with count-free and sand,161.96767446303005,0.0984582002484677,0.0532811495479952,0.08729411764705883,0.03012466623093683
HBB_104,HubbardBearBrook,W6,Summer,Low,2002,7,LT162,Oa/A,13.7,Yes,DegreeC60_48h,Yes,all,0,0.4709,#104,20.51,0.99,1.0703,1.101,1.701,1.294,3.487,1.11,2.8,A,5.5,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.588473426649415,0.2496906574420651,0.17418773194120374,0.21713747645951037,0.1070650687527162
HBB_105,HubbardBearBrook,W6,Summer,Low,2002,7,LT162,Mineral_0_10,61.3,Yes,DegreeC60_48h,Yes,<2,40.22,0.5592,#105,6.42,0.31,0.9855,5.334,6.547,6.004,11.302,5.19,8.87,B,10,B,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,-20.6797715014827,0.6348665628178243,0.2228321503308246,0.6051728130863039,0.16851290483339315
HBB_106,HubbardBearBrook,W6,Summer,Low,2002,7,LT174,Oi/Oe,10.6,Yes,DegreeC60_48h,Yes,all,0,0.4735,#034,43.02,2.04,1.1615,NA,NA,NA,NA,NA,NA,Oi/Oe,8.5,Oi/Oe,7.5,NA,NA,NA,NA,NA,NA,NA,NA,grinded sample before containers were cleaned with count-free and sand; used 'non-clean room' grinding balls,154.21658589652742,0.0984582002484677,0.0532811495479952,0.08729411764705883,0.03012466623093683
HBB_107,HubbardBearBrook,W6,Summer,Low,2002,7,LT174,Oa/A,13.4,Yes,DegreeC60_48h,Yes,all,0,0.4492,#107,37.35,1.49,1.0329,0.978,0.644,0.992,1.535,0.93,1.62,Oa,8.5,Oa,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.422997479572217,0.2496906574420651,0.17418773194120374,0.21713747645951037,0.1070650687527162
HBB_108,HubbardBearBrook,W6,Summer,Low,2002,7,LT174,Mineral_0_10,75.5,Yes,DegreeC60_48h,Yes,<2,56.89,0.4694,#108,6.27,0.31,0.9977,0.871,1.377,1.168,3.971,0.85,2.54,E,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.556274000029784,0.6348665628178243,0.2228321503308246,0.6051728130863039,0.16851290483339315
HBB_109,HubbardBearBrook,W6,Summer,Low,2004,7,LT163,Oi/Oe,12.6,Yes,DegreeC60_48h,Yes,all,2.91,0.4515,#025,48.14,1.76,1.1401,NA,NA,NA,NA,NA,NA,NA,5,NA,1,NA,1,NA,6,NA,NA,NA,NA,grinded sample before containers were cleaned with count-free and sand,132.67670584833314,0.0984582002484677,0.0532811495479952,0.08729411764705883,0.03012466623093683
HBB_110,HubbardBearBrook,W6,Summer,Low,2004,7,LT163,Oa/A,13.7,Yes,DegreeC60_48h,Yes,all,0,0.5053,#110,23.71,0.88,1.081,1.362,2.425,1.484,3.603,1.28,3.27,NA,1,NA,3,NA,4,NA,2,NA,NA,NA,NA,NA,73.96151129028006,0.2496906574420651,0.17418773194120374,0.21713747645951037,0.1070650687527162
HBB_111,HubbardBearBrook,W6,Summer,Low,2004,7,LT163,Mineral_0_10,31.7,Yes,DegreeC60_48h,Yes,<2,15.33,0.4814,#111,3.59,0.17,1.0169,0.989,1.878,1.663,5.466,1.15,3.81,NA,0,NA,5,NA,2,NA,0,NA,NA,NA,NA,NA,10.27887218416823,0.6348665628178243,0.2228321503308246,0.6051728130863039,0.16851290483339315
HBB_112,HubbardBearBrook,W6,Summer,Low,2004,7,LT162,Oi/Oe,17.2,Yes,DegreeC60_48h,Yes,all,7.04,0.4872,#072,41.67,1.75,1.142,NA,NA,NA,NA,NA,NA,NA,0,NA,6,NA,1,NA,1,NA,NA,NA,NA,Duplicate sample found in archive (not included),134.56433477659547,0.0984582002484677,0.0532811495479952,0.08729411764705883,0.03012466623093683
HBB_113,HubbardBearBrook,W6,Summer,Low,2004,7,LT162,Oa/A,27.1,Yes,DegreeC60_48h,Yes,all,11.47,0.5084,#113,13.71,0.72,1.1218,3.825,4.89,4.304,6.096,3.62,5.83,NA,3,NA,6,NA,8,NA,4,NA,NA,NA,NA,Duplicate sample found in archive (not included),114.4958588024385,0.2496906574420651,0.17418773194120374,0.21713747645951037,0.1070650687527162
HBB_114,HubbardBearBrook,W6,Summer,Low,2004,7,LT162,Mineral_0_10,41.9,Yes,DegreeC60_48h,Yes,<2,23.18,0.4648,#114,6.26,0.29,0.9838,4.961,4.137,5.988,8.395,4.93,6.16,NA,4,NA,0,NA,4,NA,1,NA,NA,NA,NA,NA,-22.605610723980043,0.6348665628178243,0.2228321503308246,0.6051728130863039,0.16851290483339315
HBB_115,HubbardBearBrook,W6,Summer,Low,2004,7,LT168,Oi/Oe,12.6,Yes,DegreeC60_48h,Yes,all,2.15,0.5081,#073,40.67,2.14,1.1635,NA,NA,NA,NA,NA,NA,NA,3,NA,2,NA,3,NA,NA,NA,NA,NA,NA,put woody material from HBB_115 in HBB_100 root vial; weight errounous; grinded sample before containers were cleaned with count-free and sand,155.9243463332478,0.0984582002484677,0.0532811495479952,0.08729411764705883,0.03012466623093683
HBB_116,HubbardBearBrook,W6,Summer,Low,2004,7,LT168,Oa/A,18.8,Yes,DegreeC60_48h,Yes,all,3.88,0.5011,#116,12.73,0.6,1.0572,1.756,5.932,2.195,8.421,1.78,6.28,NA,3,NA,3,NA,4,NA,NA,NA,NA,NA,NA,NA,50.316475241520834,0.2496906574420651,0.17418773194120374,0.21713747645951037,0.1070650687527162
HBB_117,HubbardBearBrook,W6,Summer,Low,2004,7,LT168,Mineral_0_10,53.5,Yes,DegreeC60_48h,Yes,<2,32.31,0.461,#117,4.09,0.21,0.9837,5.005,9.489,5.933,13.135,5.09,10.52,NA,8,NA,8,NA,7,NA,NA,NA,NA,NA,NA,Duplicate sample found in archive (not included),-22.704959614941234,0.6348665628178243,0.2228321503308246,0.6051728130863039,0.16851290483339315
HBB_118,HubbardBearBrook,W6,Summer,Low,2004,7,LT172,Oi/Oe,18.2,Yes,DegreeC60_48h,Yes,all,7.61,0.4636,#035,45.57,2.43,1.1784,NA,NA,NA,NA,NA,NA,Oi/Oe,5,Oi/Oe,5.5,Oi/Oe,2.5,NA,NA,NA,NA,NA,NA,NA,170.72733108646253,0.0984582002484677,0.0532811495479952,0.08729411764705883,0.03012466623093683
HBB_119,HubbardBearBrook,W6,Summer,Low,2004,7,LT172,Oa/A,26.4,Yes,DegreeC60_48h,Yes,all,8.58,0.4822,#119,25.97,1.46,1.0349,2.991,3.486,3.136,4.402,2.63,4.28,Oa,3,Oa,5.5,Oa,2.5,NA,NA,NA,NA,NA,NA,NA,28.161672557179386,0.2496906574420651,0.17418773194120374,0.21713747645951037,0.1070650687527162
HBB_120,HubbardBearBrook,W6,Summer,Low,2004,7,LT172,Mineral_0_10,40.7,Yes,DegreeC60_48h,Yes,<2,24.31,0.4511,#120,4.3,0.23,0.9313,1.615,2.547,2.495,7.393,1.78,4.85,E,1.5,NA,0,E,5,NA,NA,NA,NA,NA,NA,NA,-74.76377847859584,0.6348665628178243,0.2228321503308246,0.6051728130863039,0.16851290483339315
HBB_121,HubbardBearBrook,W6,Summer,Low,2004,7,LT174,Oi/Oe,14.4,Yes,DegreeC60_48h,Yes,all,3.64,0.4618,#082,45.26,2.1,1.1601,NA,NA,NA,NA,NA,NA,Oi/Oe,4,Oi/Oe,3,Oi/Oe,4,Oi/Oe,4,Oi/Oe,2,NA,NA,NA,152.54648404056792,0.0984582002484677,0.0532811495479952,0.08729411764705883,0.03012466623093683
HBB_122,HubbardBearBrook,W6,Summer,Low,2004,7,LT174,Oa/A,28.3,Yes,DegreeC60_48h,Yes,all,14.21,0.4607,#122,32.9,1.41,1.0313,1.94,1.565,2.022,2.43,1.8,2.33,Oa,4,Oa,6,Oa,2,Oa,5,Oa,4,NA,NA,Duplicate sample found in archive (not included),24.58511248257733,0.2496906574420651,0.17418773194120374,0.21713747645951037,0.1070650687527162
HBB_123,HubbardBearBrook,W6,Summer,Low,2004,7,LT174,Mineral_0_10,28.9,Yes,DegreeC60_48h,Yes,<2,10.92,0.4637,#123,6.12,0.29,0.991,2.357,8.37,2.984,11.031,2.38,9.29,NA,0,E,0.5,E,1,NA,0,E/B,4,NA,NA,Did not clean sieving pan before sieving sample,-15.452490574775602,0.6348665628178243,0.2228321503308246,0.6051728130863039,0.16851290483339315
HBB_124,HubbardBearBrook,W6,Summer,Low,2006,5,LT163,Oi/Oe,7.1,Yes,DegreeC60_48h,Yes,all,0,0.0025,#011,45.89,1.86,1.1493,NA,NA,NA,NA,NA,NA,Oi/Oe,12,Oi/Oe,9,Oi/Oe,9,Oi/Oe,8,Oi/Oe,2,NA,NA,"grinded sample before containers were cleaned with count-free and sand; Remnant  from old batch, not finely ground",141.54058607465348,0.0984582002484677,0.0532811495479952,0.08729411764705883,0.03012466623093683
HBB_125,HubbardBearBrook,W6,Summer,Low,2006,5,LT163,Oa/A,12.6,Yes,DegreeC60_48h,Yes,all,0,0.4679,#125,32.03,1.29,1.1311,0.976,1.294,1.089,2.836,0.97,2.52,Oa,2,Oa/A,4,Oa/A,3,Oa,4,Oa/A,2,NA,NA,NA,123.46346202822622,0.2496906574420651,0.17418773194120374,0.21713747645951037,0.1070650687527162
HBB_126,HubbardBearBrook,W6,Summer,Low,2006,5,LT163,Mineral_0_10,50.5,Yes,DegreeC60_48h,Yes,<2,30.15,0.4704,#126,4.96,0.23,1.021,0.876,1.827,1.449,5.328,1.01,3.76,NA,0,NA,0,NA,0,NA,0,E/B,10,NA,NA,NA,14.106794033081904,0.6348665628178243,0.2228321503308246,0.6051728130863039,0.16851290483339315
HBB_127,HubbardBearBrook,W6,Summer,Low,2006,5,LT162,Oi/Oe,15.9,Yes,DegreeC60_48h,Yes,all,5.34,0.5017,#085,41.19,1.24,1.0517,NA,NA,NA,NA,NA,NA,Oi/Oe,4,Oi/Oe,12,Oi/Oe,6,Oi/Oe,2,Oi/Oe,3,NA,NA,NA,44.59952525425304,0.0984582002484677,0.0532811495479952,0.08729411764705883,0.03012466623093683
HBB_128,HubbardBearBrook,W6,Summer,Low,2006,5,LT162,Oa/A,18.9,Yes,DegreeC60_48h,Yes,all,6.54,0.4611,#055,38.23,1.62,1.0756,1.513,2.86,1.53,3.906,1.42,3.75,Oa/A,7,Oa/A,5,Oa,4,Oa/A,9,Oa/A,5,NA,NA,NA,68.33816617236322,0.2496906574420651,0.17418773194120374,0.21713747645951037,0.1070650687527162
HBB_129,HubbardBearBrook,W6,Summer,Low,2006,5,LT168,Oi/Oe,8.6,Yes,DegreeC60_48h,Yes,all,0,0.4191,#015,36.42,1.76,1.1279,NA,NA,NA,NA,NA,NA,Oi/Oe,1,Oi/Oe,3,Oi/Oe,2,Oi/Oe,4,Oi/Oe,4,NA,NA,grinded sample before containers were cleaned with count-free and sand,120.28506659149186,0.0984582002484677,0.0532811495479952,0.08729411764705883,0.03012466623093683
HBB_130,HubbardBearBrook,W6,Summer,Low,2006,5,LT168,Mineral_0_10,42,Yes,DegreeC60_48h,Yes,<2,26.65,0.4732,#045,6.58,0.32,0.9593,1.566,2.691,2.264,4.913,1.7,3.61,B,10,B,10,B,10,NA,0,NA,0,NA,NA,Oa/A: 4 / 3 / trace / 3 / trace,-47.17664298145385,0.6348665628178243,0.2228321503308246,0.6051728130863039,0.16851290483339315
HBB_131,HubbardBearBrook,W6,Summer,Low,2006,5,LT172,Oa/A,17.5,Yes,DegreeC60_48h,Yes,all,4.12,0.4885,#037,11.06,0.63,1.1064,1.232,4.067,1.489,4.371,1.3,4.84,Oa,7,Oa,11,Oa,9,Oa,2,Oa,2,NA,NA,Oi/Oe: 7 / 5 / 4 / 3 / 3,98.9302222509325,0.2496906574420651,0.17418773194120374,0.21713747645951037,0.1070650687527162
HBB_132,HubbardBearBrook,W6,Summer,Low,2006,5,LT172,Mineral_0_10,40.6,Yes,DegreeC60_48h,Yes,<2,22.56,0.4953,#038,3.6,0.22,1.0188,2.068,7.672,2.961,10.111,2.15,8.97,NA,0,NA,0,E,1,B,4,B,8,NA,NA,NA,11.921647170326954,0.6348665628178243,0.2228321503308246,0.6051728130863039,0.16851290483339315
