TRTMT,COMP,SITE,ELEV,YEAR,DATE,CELL,TAG,DRY_MASS,M_COUNT,M_MASS,f_COUNT,t_COUNT,Q_COUNT,B_COUNT,B_MASS,W_COUNT,Y_COUNT,Y_MASS,P_COUNT,a_COUNT,COMMENT
noCA,HW,W5,Low,2001,2002-06,309,885,1.68,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
noCA,HW,W5,Low,2001,2002-06,309,886,4.71,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
noCA,HW,W5,Low,2001,2002-06,309,887,3.96,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
noCA,HW,W5,Low,2001,2002-06,309,888,5.04,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
noCA,HW,W5,Low,2001,2002-06,317,889,2.25,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
noCA,HW,W5,Low,2001,2002-06,317,890,5.06,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
noCA,HW,W5,Low,2001,2002-06,317,891,2.5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
noCA,HW,W5,Low,2001,2002-06,317,892,2.21,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
noCA,HW,W5,Low,2001,2002-06,331,893,2.96,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
noCA,HW,W5,Low,2001,2002-06,331,894,3.06,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
noCA,HW,W5,Low,2001,2002-06,331,895,2.95,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
noCA,HW,W5,Low,2001,2002-06,331,896,2.21,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
noCA,HW,W5,Low,2001,2002-06,348,897,4.17,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
noCA,HW,W5,Low,2001,2002-06,348,898,4.39,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
noCA,HW,W5,Low,2001,2002-06,348,899,4.27,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
noCA,HW,W5,Low,2001,2002-06,348,900,3.84,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
noCA,HW,W5,Mid,2001,2001-08,197,861,2.67,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
noCA,HW,W5,Mid,2001,2001-08,197,862,2.76,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
noCA,HW,W5,Mid,2001,2001-08,197,863,1.88,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
noCA,HW,W5,Mid,2001,2001-08,197,864,1.63,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
noCA,HW,W5,Mid,2001,2001-08,226,865,3.91,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
noCA,HW,W5,Mid,2001,2001-08,226,866,1.48,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
noCA,HW,W5,Mid,2001,2001-08,226,867,4.32,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
noCA,HW,W5,Mid,2001,2001-08,226,868,2.45,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
noCA,HW,W5,Mid,2001,2001-08,238,869,3.94,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
noCA,HW,W5,Mid,2001,2001-08,238,870,3.92,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
noCA,HW,W5,Mid,2001,2001-08,238,871,3.69,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
noCA,HW,W5,Mid,2001,2001-08,238,872,4.17,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
noCA,HW,W5,Mid,2001,2001-08,242,873,2.01,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
noCA,HW,W5,Mid,2001,2001-08,242,874,1.73,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
noCA,HW,W5,Mid,2001,2001-08,242,875,3.98,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
noCA,HW,W5,Mid,2001,2001-08,242,876,1.62,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
noCA,HW,W5,Mid,2001,2001-08,248,877,3.44,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
noCA,HW,W5,Mid,2001,2001-08,248,878,2.53,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
noCA,HW,W5,Mid,2001,2001-08,248,879,3.17,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
noCA,HW,W5,Mid,2001,2001-08,248,880,2.09,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
noCA,HW,W5,Mid,2001,2001-11,197,861,23.4,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
noCA,HW,W5,Mid,2001,2001-11,197,862,20.19,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
noCA,HW,W5,Mid,2001,2001-11,197,863,19.64,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
noCA,HW,W5,Mid,2001,2001-11,197,864,24.1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
noCA,HW,W5,Mid,2001,2001-11,226,865,22.08,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
noCA,HW,W5,Mid,2001,2001-11,226,866,25.98,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
noCA,HW,W5,Mid,2001,2001-11,226,867,21.56,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
noCA,HW,W5,Mid,2001,2001-11,226,868,21.28,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
noCA,HW,W5,Mid,2001,2001-11,238,869,23.74,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
noCA,HW,W5,Mid,2001,2001-11,238,870,22.65,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
noCA,HW,W5,Mid,2001,2001-11,238,871,13.79,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
noCA,HW,W5,Mid,2001,2001-11,238,872,23.45,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
noCA,HW,W5,Mid,2001,2001-11,242,873,13.55,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
noCA,HW,W5,Mid,2001,2001-11,242,874,23.18,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
noCA,HW,W5,Mid,2001,2001-11,242,875,23.69,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
noCA,HW,W5,Mid,2001,2001-11,242,876,16.01,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
noCA,HW,W5,Mid,2001,2001-11,248,877,17.13,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
noCA,HW,W5,Mid,2001,2001-11,248,878,20.42,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
noCA,HW,W5,Mid,2001,2001-11,248,879,21.2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
noCA,HW,W5,Mid,2001,2001-11,248,880,18.28,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
noCA,HW,W5,Mid,2001,2002-06,197,861,2.32,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
noCA,HW,W5,Mid,2001,2002-06,197,862,5.43,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
noCA,HW,W5,Mid,2001,2002-06,197,863,2.82,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
noCA,HW,W5,Mid,2001,2002-06,197,864,4.9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
noCA,HW,W5,Mid,2001,2002-06,226,865,1.38,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
noCA,HW,W5,Mid,2001,2002-06,226,866,3.05,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
noCA,HW,W5,Mid,2001,2002-06,226,867,0.97,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
noCA,HW,W5,Mid,2001,2002-06,226,868,2.86,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
noCA,HW,W5,Mid,2001,2002-06,238,869,4.08,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
noCA,HW,W5,Mid,2001,2002-06,238,870,3.36,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
noCA,HW,W5,Mid,2001,2002-06,238,871,2.21,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
noCA,HW,W5,Mid,2001,2002-06,238,872,3.04,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
noCA,HW,W5,Mid,2001,2002-06,242,873,5.97,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
noCA,HW,W5,Mid,2001,2002-06,242,874,8.13,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
noCA,HW,W5,Mid,2001,2002-06,242,875,2.71,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
noCA,HW,W5,Mid,2001,2002-06,242,876,3.08,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
noCA,HW,W5,Mid,2001,2002-06,248,877,2.43,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
noCA,HW,W5,Mid,2001,2002-06,248,878,4.16,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
noCA,HW,W5,Mid,2001,2002-06,248,879,4.29,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
noCA,HW,W5,Mid,2001,2002-06,248,880,1.65,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
noCA,HW,W5,Upper,2001,2001-08,106,841,15.41,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
noCA,HW,W5,Upper,2001,2001-08,106,842,11.81,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
noCA,HW,W5,Upper,2001,2001-08,106,843,7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
noCA,HW,W5,Upper,2001,2001-08,106,844,11.71,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
noCA,HW,W5,Upper,2001,2001-08,124,845,7.47,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
noCA,HW,W5,Upper,2001,2001-08,124,846,4.35,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
noCA,HW,W5,Upper,2001,2001-08,124,847,2.69,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
noCA,HW,W5,Upper,2001,2001-08,124,848,2.8,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
noCA,HW,W5,Upper,2001,2001-08,126,849,3.86,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
noCA,HW,W5,Upper,2001,2001-08,126,850,3.26,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
noCA,HW,W5,Upper,2001,2001-08,126,851,8.5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
noCA,HW,W5,Upper,2001,2001-08,126,852,3.98,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
noCA,HW,W5,Upper,2001,2001-08,131,853,2.57,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
noCA,HW,W5,Upper,2001,2001-08,131,854,3.31,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
noCA,HW,W5,Upper,2001,2001-08,131,855,8.64,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
noCA,HW,W5,Upper,2001,2001-08,131,856,4.76,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
noCA,HW,W5,Upper,2001,2001-08,174,857,2.64,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
noCA,HW,W5,Upper,2001,2001-08,174,858,3.53,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
noCA,HW,W5,Upper,2001,2001-08,174,859,2.67,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
noCA,HW,W5,Upper,2001,2001-08,174,860,2.38,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
noCA,HW,W5,Upper,2001,2001-11,106,841,7.21,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
noCA,HW,W5,Upper,2001,2001-11,106,842,20.67,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
noCA,HW,W5,Upper,2001,2001-11,106,843,15.47,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
noCA,HW,W5,Upper,2001,2001-11,106,844,11.1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
noCA,HW,W5,Upper,2001,2001-11,124,845,20.13,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
noCA,HW,W5,Upper,2001,2001-11,124,846,19.71,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
noCA,HW,W5,Upper,2001,2001-11,124,847,13.18,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
noCA,HW,W5,Upper,2001,2001-11,124,848,18.27,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
noCA,HW,W5,Upper,2001,2001-11,126,849,20.42,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
noCA,HW,W5,Upper,2001,2001-11,126,850,22.15,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
noCA,HW,W5,Upper,2001,2001-11,126,851,14.4,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
noCA,HW,W5,Upper,2001,2001-11,126,852,15.91,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
noCA,HW,W5,Upper,2001,2001-11,131,853,19.25,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
noCA,HW,W5,Upper,2001,2001-11,131,854,17.36,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
noCA,HW,W5,Upper,2001,2001-11,131,855,14.24,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
noCA,HW,W5,Upper,2001,2001-11,131,856,17.17,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
noCA,HW,W5,Upper,2001,2001-11,174,857,20.2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
noCA,HW,W5,Upper,2001,2001-11,174,858,22.23,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
noCA,HW,W5,Upper,2001,2001-11,174,859,21.99,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
noCA,HW,W5,Upper,2001,2001-11,174,860,16.13,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
noCA,HW,W5,Upper,2001,2002-06,106,841,5.4,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
noCA,HW,W5,Upper,2001,2002-06,106,842,6.72,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
noCA,HW,W5,Upper,2001,2002-06,106,843,5.37,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
noCA,HW,W5,Upper,2001,2002-06,106,844,3.67,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
noCA,HW,W5,Upper,2001,2002-06,124,845,5.87,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
noCA,HW,W5,Upper,2001,2002-06,124,846,5.01,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
noCA,HW,W5,Upper,2001,2002-06,124,847,5.55,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
noCA,HW,W5,Upper,2001,2002-06,124,848,4.04,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
noCA,HW,W5,Upper,2001,2002-06,126,849,4.27,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
noCA,HW,W5,Upper,2001,2002-06,126,850,5.93,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
noCA,HW,W5,Upper,2001,2002-06,126,851,4.26,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
noCA,HW,W5,Upper,2001,2002-06,126,852,5.95,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
noCA,HW,W5,Upper,2001,2002-06,131,853,2.58,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
noCA,HW,W5,Upper,2001,2002-06,131,854,2.45,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
noCA,HW,W5,Upper,2001,2002-06,131,855,4.52,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
noCA,HW,W5,Upper,2001,2002-06,131,856,3.41,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
noCA,HW,W5,Upper,2001,2002-06,174,857,7.03,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
noCA,HW,W5,Upper,2001,2002-06,174,858,4.13,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
noCA,HW,W5,Upper,2001,2002-06,174,859,4.51,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
noCA,HW,W5,Upper,2001,2002-06,174,860,7.44,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
noCA,HW,W5,High,2001,2001-08,23,821,4.48,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
noCA,HW,W5,High,2001,2001-08,23,822,8.02,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
noCA,HW,W5,High,2001,2001-08,23,823,17.53,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
noCA,HW,W5,High,2001,2001-08,23,824,2.97,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
noCA,HW,W5,High,2001,2001-08,24,825,2.44,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
noCA,HW,W5,High,2001,2001-08,24,826,6.76,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
noCA,HW,W5,High,2001,2001-08,24,827,8.08,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
noCA,HW,W5,High,2001,2001-08,24,828,3.57,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
noCA,HW,W5,High,2001,2001-08,37,829,1.9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
noCA,HW,W5,High,2001,2001-08,37,830,4.53,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
noCA,HW,W5,High,2001,2001-08,37,831,6.84,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
noCA,HW,W5,High,2001,2001-08,37,832,1.58,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
noCA,HW,W5,High,2001,2001-08,38,833,0.72,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
noCA,HW,W5,High,2001,2001-08,38,834,0.98,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
noCA,HW,W5,High,2001,2001-08,38,835,0.71,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
noCA,HW,W5,High,2001,2001-08,38,836,1.62,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
noCA,HW,W5,High,2001,2001-08,54,837,11.46,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
noCA,HW,W5,High,2001,2001-08,54,838,12.28,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
noCA,HW,W5,High,2001,2001-08,54,839,13.11,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
noCA,HW,W5,High,2001,2001-08,54,840,10.39,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
noCA,HW,W5,High,2001,2001-11,23,821,13.99,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
noCA,HW,W5,High,2001,2001-11,23,822,10.23,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
noCA,HW,W5,High,2001,2001-11,23,823,8.81,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
noCA,HW,W5,High,2001,2001-11,23,824,20.74,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
noCA,HW,W5,High,2001,2001-11,24,825,17.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
noCA,HW,W5,High,2001,2001-11,24,826,16.5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
noCA,HW,W5,High,2001,2001-11,24,827,17.13,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
noCA,HW,W5,High,2001,2001-11,24,828,14.53,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
noCA,HW,W5,High,2001,2001-11,37,829,20.43,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
noCA,HW,W5,High,2001,2001-11,37,830,5.45,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
noCA,HW,W5,High,2001,2001-11,37,831,10.85,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
noCA,HW,W5,High,2001,2001-11,37,832,12.57,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
noCA,HW,W5,High,2001,2001-11,38,833,8.82,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
noCA,HW,W5,High,2001,2001-11,38,834,9.68,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
noCA,HW,W5,High,2001,2001-11,38,835,18.79,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
noCA,HW,W5,High,2001,2001-11,38,836,15.28,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
noCA,HW,W5,High,2001,2001-11,54,837,12.38,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
noCA,HW,W5,High,2001,2001-11,54,838,11.25,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
noCA,HW,W5,High,2001,2001-11,54,839,19.55,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
noCA,HW,W5,High,2001,2001-11,54,840,9.56,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
